compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00000422,440016,Baptist Mem Hospital Huntingdon,631 R.B. Wilson Drive,Huntingdon,TN,38344,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00005775,440148,St Thomas Dekalb Hospital,520 West Main Street,Smithville,TN,37166,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00000564,440230,Unity Psychiatric Care-Columbia,1400 Rosewood Drive,Columbia,TN,38401,0,,,,
CHSP00000565,444005,Behavorial Healthcare Centers,458 Hannings Lane,Martin,TN,38237,0,,,,
CHSP00005442,442017,Regional One Health Extended Care Ho,"890 Madison Avenue, Turner Tower",Memphis,TN,38103,0,HSI00000870,Regional One Health,Memphis,TN
CHSP00007905,440235,Big South Fork Medical Center,18797 Alberta Street,Oneida,TN,37841,1,,,,
CHSP00003726,010010,Marshall Medical Center North,8000 Alabama Highway 69,Guntersville,AL,35976,1,,,,
CHSP00002424,013029,Encompass Health Rehabilitation Hosp,107 Governors Drive Sw,Huntsville,AL,35801,0,,,,
CHSP00004262,010113,Mobile Infirmary Medical Center,5 Mobile Infirmary Drive North,Mobile,AL,36607,1,HSI00000511,Infirmary Health System,Mobile,AL
CHSP00001062,01019F,Central Alabama Veterans Health Care System,215 Perry Hill Road,Montgomery,AL,36109,0,,,,
CHSP00004526,012007,Noland Hospital Montgomery Ii,"1725 Pine Street, 5 North",Montgomery,AL,36106,0,,,,
CHSP00006097,010016,Shelby Baptist Medical Center,1000 First Street North,Alabaster,AL,35007,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00001636,010085,Decatur Morgan - Decatur Campus,1201 Seventh Street Se,Decatur,AL,35601,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL
CHSP00002388,013030,Healthsouth Rehabilitation Hospital,1736 East Main Street,Dothan,AL,36301,0,,,,
CHSP00004524,012009,Noland Hospital Birmingham Ii,"50 Medical Park East Drive, 8th Floor",Birmingham,AL,35235,0,,,,
CHSP00005973,012008,Ssh - Birmingham,"2010 Brookwood Medical Center Drive, 3rd Floor",Birmingham,AL,35209,0,,,,
CHSP00003438,014013,Laurel Oaks Behavioral Health Center,700 East Cottonwood Road,Dothan,AL,36301,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00002444,013032,Healthsouth Rehabilitation Hospital,801 Goodyear Avenue,Gadsden,AL,35903,0,,,,
CHSP00006801,014011,Taylor Hardin Secure Medical Facility,1301 Jack Warner Parkway,Tuscaloosa,AL,35404,0,,,,
CHSP00005445,013033,Regional Rehabilitation Hospital,3715 Highway 280/431 North,Phenix City,AL,36867,0,,,,
CHSP00003747,014012,Mary S Harper Geriatric Psych Cen,200 University Boulevard,Tuscaloosa,AL,35401,0,,,,
CHSP00004523,012011,Noland Hospital Anniston Ii,"400 East 10th Street, 4th Fl",Anniston,AL,36207,0,,,,
CHSP00004525,012010,Noland Hospital Dothan Ii,"1108 Ross Clark Circle, 4th Floor",Dothan,AL,36301,0,,,,
CHSP00004528,012012,Noland Hospital Tuscaloosa Ii,"809 University Blvd E, 4th Fl",Tuscaloosa,AL,35401,0,,,,
CHSP00002934,010168,Jack Hughston Memorial Hospital,4401 Riverchase Drive,Phenix City,AL,36867,1,,,,
CHSP00005634,010065,Russell Medical Center,3316 Highway 280,Alexander City,AL,35010,1,,,,
CHSP00000180,010036,Andalusia Regional Hospital,849 South Three Notch Street,Andalusia,AL,36420,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00004607,010078,Northeast Alabama Regional Med Ctr,400 East Tenth Street,Anniston,AL,36207,1,,,,
CHSP00006682,010038,Rmc-Stringfellow Memorial Hospital,301 East 18th Street,Anniston,AL,36207,1,,,,
CHSP00001252,010073,Clay County Hospital,83825 Highway 9,Ashland,AL,36251,1,,,,
CHSP00000263,010079,Athens Limestone,700 West Market Street,Athens,AL,35611,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL
CHSP00000271,010169,Atmore Community Hospital,401 Medical Park Drive,Atmore,AL,36502,1,HSI00000511,Infirmary Health System,Mobile,AL
CHSP00004537,010129,North Baldwin Infirmary,1815 Hand Avenue,Bay Minette,AL,36507,1,HSI00000511,Infirmary Health System,Mobile,AL
CHSP00003887,010114,Uab Medical West,995 Ninth Avenue Sw,Bessemer,AL,35022,1,HSI00001116,UAB Health System,Birmingham,AL
CHSP00005244,010103,Princeton Baptist Medical Center,701 Princeton Avenue Sw,Birmingham,AL,35211,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00002288,010104,Grandview Medical Center,3690 Grandview Parkway,Birmingham,AL,35243,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00001166,013300,The Childrens Hospital Of Alabama,1600 Seventh Avenue South,Birmingham,AL,35233,1,HSI00000217,Childrens of Alabama,Birmingham,AL
CHSP00000737,010139,Brookwood Baptist Medical Center,2010 Brookwood Medical Center Drive,Birmingham,AL,35209,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00006617,010011,St. Vincents East,50 Medical Park East Drive,Birmingham,AL,35235,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00002684,014000,Hill Crest Hospital,6869 Fifth Avenue South,Birmingham,AL,35212,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00000528,014015,Beacon Childrens Hospital,150 Hospital Drive,Luverne,AL,36049,0,,,,
CHSP00000513,014014,Baypointe Behavioral Health,5800 Southland Drive,Mobile,AL,36693,0,,,,
CHSP00002881,012006,Infirmary Ltac Hospital,5 Mobile Infirmary Circle,Mobile,AL,36607,0,HSI00000511,Infirmary Health System,Mobile,AL
CHSP00004527,012013,Noland Hospital Shelby,"1000 First Street North, 3rd Floor",Alabaster,AL,35007,0,,,,
CHSP00002377,013025,Healthsouth Lakeshore Rehabilitation,3800 Ridgeway Drive,Birmingham,AL,35209,0,,,,
CHSP00006615,010056,St Vincents Birmingham,810 St Vincent's Drive,Birmingham,AL,35205,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00007289,010033,University Of Alabama Hospital,619 19th Street South,Birmingham,AL,35249,1,HSI00001116,UAB Health System,Birmingham,AL
CHSP00000623,01014F,Birmingham Veterans Affairs Medical Center,700 South 19th Street,Birmingham,AL,35233,0,,,,
CHSP00003727,010005,Marshall Medical Center - South,U S Highway 431 North,Boaz,AL,35957,1,,,,
CHSP00001574,010099,D W Mcmillan Memorial Hospital,1301 Belleville Avenue,Brewton,AL,36426,1,,,,
CHSP00001115,010022,Cherokee Medical Center,400 Northwood Drive,Centre,AL,35960,1,HSI00000369,Floyd Medical Center,Rome,GA
CHSP00000613,010058,Bibb Medical Center,208 Pierson Avenue,Centreville,AL,35042,1,,,,
CHSP00007564,011300,Washington County Hospital,14600 St Stephens Avenue,Chatom,AL,36518,1,,,,
CHSP00001560,010035,Cullman Regional,1912 Alabama Highway 157,Cullman,AL,35055,1,,,,
CHSP00003365,010052,Lake Martin Community Hospital,201 Mariarden Road,Dadeville,AL,36853,1,,,,
CHSP00000753,010112,Bryan W Whitfield Memorial Hospital,105 U S Highway 80 East,Demopolis,AL,36732,1,HSI00001116,UAB Health System,Birmingham,AL
CHSP00002039,010055,Flowers Hospital,4370 West Main Street,Dothan,AL,36305,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00006247,010001,Southeast Alabama Medical Center,1108 Ross Clark Circle,Dothan,AL,36301,1,HSI00001005,Southeast Health,Dothan,AL
CHSP00001363,010034,Community Hospital Inc.,805 Friendship Road,Tallassee,AL,36078,1,,,,
CHSP00003865,010049,Medical Center Enterprise,400 North Edwards Street,Enterprise,AL,36330,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00001195,011304,Choctaw General Hospital,401 Vanity Fair Avenue,Butler,AL,36904,1,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00001777,014017,Eastpointe Hospital,7400 Roper Lane,Daphne,AL,36526,0,,,,
CHSP00003864,010069,Sear,820 West Washington Street,Eufaula,AL,36027,1,,,,
CHSP00002315,010051,Greene County Hospital,509 Wilson Avenue,Eutaw,AL,35462,1,,,,
CHSP00000566,014018,Behavioral Health Centers,5315 Millennium Drive Nw,Huntsville,AL,35806,0,,,,
CHSP00001912,010148,Evergreen Medical Center,101 Crestview Avenue,Evergreen,AL,36401,1,,,,
CHSP00006987,010100,Thomas Hospital,750 Morphy Avenue,Fairhope,AL,36532,1,HSI00000511,Infirmary Health System,Mobile,AL
CHSP00001965,010045,Fayette Medical Center,1653 Temple Avenue North,Fayette,AL,35555,1,HSI00000297,DCH Health System,Tuscaloosa,AL
CHSP00008321,010173,St. Vincents Chilton,2030 Lay Dam Road,Clanton,AL,35045,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00001831,010006,Eliza Coffee Memorial Hospital,205 Marengo Street,Florence,AL,35630,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00006201,010083,South Baldwin Regional Medical Cente,1613 North Mckenzie Street,Foley,AL,36535,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00001618,010012,Dekalb Regional Medical Center,200 Medical Center Drive,Fort Payne,AL,35968,1,,,,
CHSP00002144,010040,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,35903,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00004356,014006,Mountain View Hospital,3001 Scenic Highway,Gadsden,AL,35904,0,,,,
CHSP00005561,010046,Riverview Regional Medical Center,600 South Third Street,Gadsden,AL,35901,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00007787,010062,Wiregrass Medical Center,1200 West Maple Avenue,Geneva,AL,36340,1,,,,
CHSP00002196,010047,Georgiana Hospital,515 Miranda Street,Georgiana,AL,36033,1,,,,
CHSP00002473,010095,Hale County Hospital,508 Green Street,Greensboro,AL,36744,1,,,,
CHSP00003319,010150,Lv Stabler Memorial Hospital,29 L V Stabler Drive,Greenville,AL,36037,1,,,,
CHSP00002336,010091,Grove Hill Memorial Hospital,295 South Jackson Street,Grove Hill,AL,36451,1,,,,
CHSP00002830,010039,Huntsville Hospital,101 Sivley Road Sw,Huntsville,AL,35801,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL
CHSP00004566,010044,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,35570,1,HSI00000750,North Mississippi Health Services,Tupelo,MS
CHSP00001534,010131,Crestwood Medical Center,One Hospital Drive,Huntsville,AL,35801,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00002945,010128,Jackson Medical Center,220 Hospital Drive,Jackson,AL,36545,1,,,,
CHSP00007535,010089,Walker Baptist Medical Center,3400 Highway 78 East,Jasper,AL,35501,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00001528,010008,Crenshaw Community Hospital,101 Hospital Circle,Luverne,AL,36049,1,,,,
CHSP00007328,013301,Usa Childrens And Womens Hospital,1700 Center Street,Mobile,AL,36604,0,HSI00001180,University of South Alabama Hospitals,Mobile,AL
CHSP00007329,010087,Univ Of South Alabama Medical Center,2451 Usa Medical Center Drive,Mobile,AL,36617,1,HSI00001180,University of South Alabama Hospitals,Mobile,AL
CHSP00005294,010090,Providence Hospital,6801 Airport Boulevard,Mobile,AL,36608,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006380,010144,Springhill Memorial Hospital,3719 Dauphin Street,Mobile,AL,36608,1,,,,
CHSP00004278,010120,Monroe County Hospital,2016 South Alabama Avenue,Monroeville,AL,36460,1,,,,
CHSP00002944,010024,Jackson Hospital And Clinic  Inc,1725 Pine Street,Montgomery,AL,36106,1,,,,
CHSP00000413,010023,Baptist Medical Center South,2105 East South Boulevard,Montgomery,AL,36116,1,HSI00000466,Baptist Health,Montgomery,AL
CHSP00006616,011305,St. Vincents Blount,150 Gilbreath,Oneonta,AL,35121,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00001747,010029,East Alabama Medical Center,2000 Pepperell Parkway,Opelika,AL,36801,1,HSI00000325,East Alabama Medical Center,Opelika,AL
CHSP00004259,010007,Mizell Memorial Hospital,702 Main Street,Opp,AL,36467,1,,,,
CHSP00001585,010021,Dale Medical Center,126 Hospital Avenue,Ozark,AL,36360,1,,,,
CHSP00006622,010130,St. Vincents St. Clair,7063 Veterans Parkway,Pell City,AL,35125,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00005217,010108,Prattville Baptist Hospital,124 South Memorial Drive,Prattville,AL,36067,1,HSI00000466,Baptist Health,Montgomery,AL
CHSP00000409,010149,Baptist Medical Center East,400 Taylor Road,Montgomery,AL,36117,1,HSI00000466,Baptist Health,Montgomery,AL
CHSP00002423,013028,Healthsouth Rehabilitation Hospital,4465 Narrow Lane Road,Montgomery,AL,36116,0,,,,
CHSP00005636,010158,Russellville Hospital,15155 Highway 43,Russellville,AL,35653,1,HSI00000295,Curae Health,Clinton,TN
CHSP00002676,010061,Highlands Medical Center,380 Woods Cove Road,Scottsboro,AL,35768,1,,,,
CHSP00007413,010118,Vaughan Regional Medical Center,1015 Medical Center Parkway,Selma,AL,36701,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00002620,010019,Helen Keller Hospital,1300 South Montgomery Avenue,Sheffield,AL,35660,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL
CHSP00001453,010164,Coosa Valley Medical Center,315 West Hickory Street,Sylacauga,AL,35150,1,,,,
CHSP00006114,010157,Shoals Hospital,201 Avalon Avenue,Muscle Shoals,AL,35661,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00001223,010101,Citizens Baptist Medical Center,604 Stone Avenue,Talladega,AL,35160,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00000755,014007,Bryce Hospital,200 University Boulevard,Tuscaloosa,AL,35401,0,,,,
CHSP00007072,010126,Troy Regional Medical Center,1330 Highway 231 South,Troy,AL,36081,1,,,,
CHSP00001575,010092,Dch Regional Medical Center,809 University Boulevard East,Tuscaloosa,AL,35401,1,HSI00000297,DCH Health System,Tuscaloosa,AL
CHSP00007094,01021F,Tuscaloosa Veterans Affairs Medical Center,3701 Loop Road East,Tuscaloosa,AL,35404,0,,,,
CHSP00000766,010110,Bullock County Hospital,102 West Conecuh Avenue,Union Springs,AL,36089,1,,,,
CHSP00001846,010097,Elmore Community Hospital,500 Hospital Drive,Wetumpka,AL,36092,1,,,,
CHSP00000690,,Bradford Health Services At Warrior Lodge,1189 Allbritt Road,Warrior,AL,35180,0,,,,
CHSP00004661,010086,Northwest Medical Center,1530 U S Highway 43,Winfield,AL,35594,1,HSI00000295,Curae Health,Clinton,TN
CHSP00002685,010138,Hill Hospital Of Sumter County,751 Derby Drive,York,AL,36925,1,,,,
CHSP00000689,,Bradford Health Services At Huntsville,1600 Browns Ferry Road,Madison,AL,35758,0,,,,
CHSP00003375,010125,Lakeland Community Hospital,Highway 195 East,Haleyville,AL,35565,1,,,,
CHSP00005108,010109,Pickens County Medical Center,241 Robert K Wilson Drive,Carrollton,AL,35447,1,,,,
CHSP00003447,010059,Lawrence Medical Center,202 Hospital Street,Moulton,AL,35650,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL
CHSP00005393,011302,Red Bay Hospital,211 Hospital Road,Red Bay,AL,35582,1,HSI00000467,Huntsville Hospital Health System,Huntsville,AL
CHSP00007598,010032,Wedowee Hospital,1032 South Main Street,Wedowee,AL,36278,1,HSI00001061,Tanner Health System,Carrollton,GA
CHSP00000421,250100,Baptist Mem Hospital Golden Triangle,2520 Fifth Street North,Columbus,MS,39705,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00005947,252003,Ssh - Belhaven,1225 North State Street,Jackson,MS,39202,0,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00007321,250001,University Of Mississippi Medical,2500 North State Street,Jackson,MS,39216,1,HSI00001155,University of Mississippi Health Care,Jackson,MS
CHSP00006665,251303,Stone County Hospital,1434 East Central Avenue,Wiggins,MS,39577,1,,,,
CHSP00004248,254010,Msh- Receiving Units,3550 Highway 468 West,Whitfield,MS,39193,0,,,,
CHSP00004247,250102,Ms Baptist Medical Center,1225 North State Street,Jackson,MS,39202,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00004570,254009,North Mississippi State Hospital,1937 Briar Ridge Road,Tupelo,MS,38804,0,,,,
CHSP00005136,251302,Pioneer Health Services Of Monroe C,400 South Chestnut Street,Aberdeen,MS,39730,1,,,,
CHSP00006348,252004,The Specialty Hospital Of Meridian,1314 19th Avenue,Meridian,MS,39301,0,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00006226,254008,South Mississippi State Hospital,823 Highway 589,Purvis,MS,39475,0,,,,
CHSP00005923,251323,Scott Regional Hospital,317 Highway 13 South,Morton,MS,39117,1,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00001199,251334,Choctaw Regional Medical Center,8613 Highway 12,Ackerman,MS,39735,1,,,,
CHSP00000700,254007,Brentwood Behavioral Healthcare,3531 East Lakeland Drive,Jackson,MS,39232,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00004097,250031,Merit Health River Region,2100 Highway 61 North,Vicksburg,MS,39183,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00004091,250025,Gilmore Memorial Regional Medical Ce,1105 Earl Frye Boulevard,Amory,MS,38821,1,HSI00000295,Curae Health,Clinton,TN
CHSP00006162,250040,Singing River Health System,2809 Denny Avenue,Pascagoula,MS,39581,1,HSI00000988,Singing River Health System,Gautier,MS
CHSP00005420,252006,Regency Hospital Of Meridian,"1102 Constitution Avenue, 2nd Floor",Meridian,MS,39301,0,,,,
CHSP00005418,252009,Regency Hospital Of Hattiesburg,"6051 U S Highway 49, 5th Floor",Hattiesburg,MS,39401,0,,,,
CHSP00005281,252008,Promise Hospital Of Vicksburg,"1111 North Frontage Road, 2nd Floor",Vicksburg,MS,39180,0,,,,
CHSP00005996,252007,Ssh - Jackson Inc,"5903 Ridgewood Road, Suite 100",Jackson,MS,39211,0,,,,
CHSP00000014,252010,Ltac Hospital Of Greenwood Llc,1401 River Road Floor 2,Greenwood,MS,38930,0,,,,
CHSP00005993,252005,Ssh - Gulf Coast,"1520 Broad Avenue, Suite 300",Gulfport,MS,39501,0,,,,
CHSP00002316,251329,Greene County Hospital,1017 Jackson Avenue,Leakesville,MS,39451,1,,,,
CHSP00001654,250082,Delta Regional Medical Center,1400 East Union Street,Greenville,MS,38704,1,,,,
CHSP00002968,250018,Jasper General Hospital,15 'a' South Sixth Street,Bay Springs,MS,39422,1,,,,
CHSP00002496,250162,Hancock Medical Center,149 Drinkwater Boulevard,Bay Saint Louis,MS,39520,1,HSI00000780,Ochsner Health System,New Orleans,LA
CHSP00004089,250007,Biloxi Regional Medical Center,150 Reynoir Street,Biloxi,MS,39530,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00007110,,U. S. Air Force Medical Center Keesler,"301 Fisher Street, Room 1a132",Keesler Afb,MS,39534,0,,,,
CHSP00007430,25042F,Veterans Affairs Gulf Coast Veterans Health Care System,400 Veterans Avenue,Biloxi,MS,39531,0,,,,
CHSP00000418,250044,Baptist Mem Hospital Booneville,100 Hospital Street,Booneville,MS,38829,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00004095,250096,Crossgates River Oaks Hospital,350 Crossgates Boulevard,Brandon,MS,39042,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00003281,250057,Kings Daughters Medical Center,427 Highway 51 North,Brookhaven,MS,39601,1,,,,
CHSP00000866,251331,Calhoun Health Services,140 Burke-Calhoun City Road,Calhoun City,MS,38916,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00004092,250038,Madison River Oaks Medical Center,161 River Oaks Drive,Canton,MS,39046,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00000411,251315,Baptist Medical Center - Leake  Inc.,1100 Highway 16 E,Carthage,MS,39051,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00001984,251309,Field Memorial Community Hospital,178 Highway 24,Centreville,MS,39631,1,,,,
CHSP00006792,251304,Tallahatchie Critical Access Hospita,201 South Market,Charleston,MS,38921,1,,,,
CHSP00004094,250042,Northwest Ms Reg. Med. Center,1970 Hospital Drive,Clarksdale,MS,38614,1,HSI00000295,Curae Health,Clinton,TN
CHSP00000651,250093,Bolivar Medical Center,901 East Sunflower Road,Cleveland,MS,38732,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00001513,251325,Covington County Hospital,701 South Holly Avenue,Collins,MS,39428,1,,,,
CHSP00003714,250085,Marion General Hospital,1560 Sumrall Road,Columbia,MS,39429,1,HSI00000371,Forrest Health,Hattiesburg,MS
CHSP00003669,250009,Magnolia Hospital,611 Alcorn Drive,Corinth,MS,38834,1,,,,
CHSP00004099,250136,Merit Health Womans Hospital,1026 North Flowood Drive,Flowood,MS,39232,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00006208,250058,South Central Regional Medical Centr,1220 Jefferson Street,Laurel,MS,39440,1,,,,
CHSP00003335,251300,Lackey Memorial Hospital,330 Broad Street,Forest,MS,39074,1,,,,
CHSP00002325,250099,Greenwood Leflore Hospital,1401 River Road,Greenwood,MS,38930,1,HSI00001313,Greenwood Leflore Hospital,Greenwood,MS
CHSP00007322,250168,Ummc-Grenada,960 Avent Drive,Grenada,MS,38901,1,HSI00001155,University of Mississippi Health Care,Jackson,MS
CHSP00002151,250123,Garden Park Community Hospital,15200 Community Road,Gulfport,MS,39503,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00003939,250019,Memorial Hospital At Gulfport,4500 13th Street,Gulfport,MS,39501,1,HSI00000655,Memorial Hospital at Gulfport,Gulfport,MS
CHSP00002058,250078,Forrest General Hospital,6051 U S Highway 49,Hattiesburg,MS,39401,1,HSI00000371,Forrest Health,Hattiesburg,MS
CHSP00004098,250094,Merit Health Wesley,5001 Hardy Street,Hattiesburg,MS,39402,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00002514,251327,Copiah County Medical Center,27190 Highway 28,Hazlehurst,MS,39083,1,,,,
CHSP00000144,250012,Alliance Healthcare System,1430 Highway 4 East,Holly Springs,MS,38635,1,,,,
CHSP00007023,250017,Trace Regional Hospital,Highway 8 East,Houston,MS,38851,1,,,,
CHSP00006233,250095,South Sunflower County Hospital,121 East Baker Street,Indianola,MS,38751,1,,,,
CHSP00004567,250002,Tishomingo Health Services,1777 Curtis Drive,Iuka,MS,38852,1,HSI00000750,North Mississippi Health Services,Tupelo,MS
CHSP00004090,250072,Central Mississippi Medical Center,1850 Chadwick Drive,Jackson,MS,39204,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00004137,250152,Mississippi Methodist Rehab Center,1350 Woodrow Wilson Drive,Jackson,MS,39216,0,,,,
CHSP00004096,250138,River Oaks Hospital,1030 River Oaks Drive,Flowood,MS,39232,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00006437,250048,St. Dominic-Jackson Memorial Hosp,969 Lakeland Drive,Jackson,MS,39216,1,HSI00000916,Saint Dominic Health Services,Jackson,MS
CHSP00002140,25043F,G.V. (Sonny) Montgomery Veterans Affairs Medical Center,1500 East Woodrow Wilson Drive,Jackson,MS,39216,0,,,,
CHSP00000134,252013,Allegiance Specialty Hospital Of Gre,"300 South Washington Avenue, 3rd Floor",Greenville,MS,38701,0,,,,
CHSP00004136,250167,Methodist H/C Olive Branch Hospt,4250 Bethel Road,Olive Branch,MS,38654,1,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN
CHSP00000407,251336,Baptist Medical Center - Attala,220 Highway 12 West,Kosciusko,MS,39090,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00008069,253027,Healthsouth Rehabilitation Hospital,"4500 13th Street, Suite 900",Gulfport,MS,39501,0,,,,
CHSP00007323,251319,University Hospital & Clinics - Holm,239 Bowling Green Road,Lexington,MS,39095,1,HSI00001155,University of Mississippi Health Care,Jackson,MS
CHSP00007782,250027,Winston Medical Center,562 East Main Street,Louisville,MS,39339,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00002190,250036,George County Hospital,859 Winter Street,Lucedale,MS,39452,1,,,,
CHSP00004709,251307,Noxubee County Hospital,606 North Jefferson Street,Macon,MS,39341,1,,,,
CHSP00003666,250124,Magee General Hospital,300 Third Avenue Se,Magee,MS,39111,1,,,,
CHSP00000524,250049,Beacham Memorial Hospital,205 North Cherry Street,Magnolia,MS,39652,1,,,,
CHSP00006314,250097,Southwest Ms Reg Med Center,215 Marion Avenue,Mccomb,MS,39648,1,,,,
CHSP00002103,251330,Franklin County Hospital,40 Union Church Road,Meadville,MS,39653,1,,,,
CHSP00006158,251317,Simpson General Hospital Cah,1842 Simpson Highway 149,Mendenhall,MS,39114,1,,,,
CHSP00000183,250104,Jeff Anderson Regional Medical Cente,2124 14th Street,Meridian,MS,39301,1,HSI00000034,Anderson Regional Health System,Meridian,MS
CHSP00004988,254005,Parkwood Hospital,8135 Goodman Road,Olive Branch,MS,38654,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00001757,,East Mississippi State Hospital,1818 College Drive,Meridian,MS,39307,0,,,,
CHSP00000184,250081,Anderson Regional Med Ctr-South Camp,1102 Constitution Avenue,Meridian,MS,39301,1,HSI00000034,Anderson Regional Health System,Meridian,MS
CHSP00005625,250069,Rush Foundation Hospital,1314 19th Avenue,Meridian,MS,39301,1,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00000143,250151,Alliance Health Center,5000 Highway 39 North,Meridian,MS,39301,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00003444,251305,Lawrence County Hospital,Highway 84 East,Monticello,MS,39654,1,,,,
CHSP00004093,250084,Natchez Regional Medical Center,54 Seargent 's' Prentiss Drive,Natchez,MS,39120,1,HSI00000249,Community Health Systems,Franklin,TN
CHSP00000426,250006,Baptist Mem Hospital Union County,200 Highway 30 West,New Albany,MS,38652,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00000423,250034,Baptist Mem Hospital North Miss,2301 South Lamar Boulevard,Oxford,MS,38655,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00001196,250127,Choctaw Health Center,210 Hospital Circle,Philadelphia,MS,39350,0,,,,
CHSP00002666,250117,Highland Community Hospital,130 Highland Parkway,Picayune,MS,39466,1,HSI00000371,Forrest Health,Hattiesburg,MS
CHSP00004568,251308,Pontotoc Health Services,176 South Main Street,Pontotoc,MS,38863,1,HSI00000750,North Mississippi Health Services,Tupelo,MS
CHSP00002982,251326,Prentiss Regional Hospital,1102 Rose Street,Prentiss,MS,39474,1,HSI00000371,Forrest Health,Hattiesburg,MS
CHSP00001234,251320,Claiborne County Hospital,123 Mccomb Avenue,Port Gibson,MS,39150,1,,,,
CHSP00002362,251316,H.C. Watkins Memorial Hospital,605 South Archusa Avenue,Quitman,MS,39355,1,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00007009,251337,Tippah County Hospital,1005 City Avenue North,Ripley,MS,38663,1,,,,
CHSP00004589,251318,North Sunflower County Hospital,840 North Oak Avenue,Ruleville,MS,38771,1,,,,
CHSP00004714,250050,Oktibbeha County Hospital,400 Hospital Road,Starkville,MS,39759,1,,,,
CHSP00004571,250126,North Oak Regional Medical Center,401 Getwell Drive,Senatobia,MS,38668,1,,,,
CHSP00004564,250004,North Mississippi Medical Center,830 South Gloster Street,Tupelo,MS,38801,1,HSI00000750,North Mississippi Health Services,Tupelo,MS
