Facility Name,Region,County,Modified Date,Time ,COVID-19 Patients in Acute Care Beds,COVID-19 Patients in ICU,Ventilators Available,Ventilators in Use,Physical Adult ICU Beds,Staffed Adult ICU Beds,Occupied Adult ICU Beds,Physical Pediatric ICU Beds,Staffed Pediatric ICU Beds,Occupied Pediatric ICU Beds,Physical Adult Acute Care Beds,Staffed Adult Acute Care Beds,Occupied Adult Acute Care Beds,Physical Pediatric Acute Care Beds,Staffed Pediatric Acute Care Beds,Occupied Pediatric Acute Care Beds,Patients in the ED,Have you expanded into non traditional spaces?,"If you have expanded, how many beds have you added?",Indicator of Clinical Staff Absenteeism,ECMO Adult Machines,ECMO Peds/Neonate Machines,Patients Under Investigation
Howard County General Hospital (JHM),Region III,Howard County,10/8/20,11:01:00,10,3,48,9,35,30,18,0,0,0,195,172,138,12,12,2,28,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/9/20,11:01:00,9,3,47,10,35,30,20,0,0,0,195,172,139,12,12,2,26,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/10/20,12:20:00,10,6,49,8,35,30,24,0,0,0,195,172,137,12,12,2,31,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/11/20,15:24:00,5,6,49,8,35,30,18,0,0,0,195,172,143,12,12,3,31,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/12/20,11:01:00,5,5,48,9,35,30,20,0,0,0,195,172,145,12,12,3,33,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/13/20,11:12:00,6,5,49,8,35,30,19,0,0,0,195,172,144,12,12,1,25,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/14/20,11:05:00,4,3,48,9,35,30,22,0,0,0,195,172,145,12,12,1,27,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/15/20,12:11:00,2,2,49,8,35,30,21,0,0,0,195,172,138,12,12,2,24,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/16/20,11:01:00,5,3,54,3,35,30,15,0,0,0,195,172,146,12,12,4,36,Yes,25,1,0,0,2
Howard County General Hospital (JHM),Region III,Howard County,10/17/20,13:05:00,5,6,52,5,35,30,20,0,0,0,195,172,146,12,12,1,27,Yes,25,1,0,0,3
Howard County General Hospital (JHM),Region III,Howard County,10/18/20,12:06:00,5,5,52,5,35,30,21,0,0,0,195,172,142,12,12,1,29,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/19/20,11:01:00,6,3,50,7,35,30,23,0,0,0,195,172,130,12,12,0,37,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/20/20,11:01:00,6,5,50,7,35,30,22,0,0,0,195,172,138,12,12,0,34,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/21/20,14:04:00,8,5,44,13,35,30,18,0,0,0,195,172,139,12,12,0,35,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/22/20,11:01:00,10,6,46,11,35,30,15,0,0,0,195,172,144,12,12,0,27,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/23/20,11:01:00,10,7,49,8,35,30,18,0,0,0,195,172,136,12,12,0,25,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/24/20,12:22:00,10,8,50,7,35,30,19,0,0,0,195,172,132,12,12,1,21,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/25/20,11:20:00,11,7,51,6,35,30,18,0,0,0,195,172,135,12,12,1,19,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/26/20,11:55:00,13,7,51,6,35,30,19,0,0,0,195,172,140,12,12,2,18,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/27/20,11:15:00,15,7,49,8,35,30,22,0,0,0,195,172,146,12,12,2,23,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/28/20,11:38:00,17,6,46,11,35,30,22,0,0,0,195,172,148,12,12,2,32,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/29/20,11:06:00,12,8,47,10,35,30,25,0,0,0,195,172,152,12,12,1,18,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,10/30/20,11:05:00,8,8,48,9,35,30,22,0,0,0,195,172,152,12,12,1,26,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,10/31/20,13:33:00,9,7,47,10,35,30,22,0,0,0,195,172,152,12,12,0,15,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/1/20,11:01:00,9,7,47,10,35,30,23,0,0,0,195,172,151,12,12,1,16,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/2/20,12:45:00,10,7,47,10,35,30,20,0,0,0,195,172,145,12,12,1,22,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/3/20,11:01:00,8,6,47,10,35,30,20,0,0,0,195,172,138,12,12,0,24,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/4/20,11:25:00,5,6,44,13,35,30,22,0,0,0,195,172,122,12,12,2,32,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/5/20,11:01:00,2,5,48,9,35,30,17,0,0,0,195,172,138,12,12,1,19,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/6/20,11:48:00,5,4,47,10,35,30,20,0,0,0,195,172,145,12,12,2,37,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/7/20,12:51:00,5,5,52,5,35,30,18,0,0,0,195,172,134,12,12,0,28,Yes,25,1,0,0,2
Howard County General Hospital (JHM),Region III,Howard County,11/8/20,11:01:00,8,6,48,9,35,30,22,0,0,0,195,172,140,12,12,0,28,Yes,25,1,0,0,3
Howard County General Hospital (JHM),Region III,Howard County,11/9/20,12:18:00,6,6,47,10,35,30,18,0,0,0,195,172,149,12,12,1,23,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/10/20,12:04:00,6,7,47,10,35,30,17,0,0,0,195,172,151,12,12,0,24,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/11/20,12:16:00,11,6,47,10,35,30,16,0,0,0,195,172,153,12,12,0,22,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/12/20,11:12:00,16,7,48,9,35,30,13,0,0,0,195,172,152,12,12,1,22,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/13/20,14:24:00,21,9,50,7,35,30,19,0,0,0,195,172,140,12,12,2,26,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/14/20,12:38:00,23,10,48,9,35,30,21,0,0,0,199,176,150,12,12,3,25,Yes,25,1,0,0,3
Howard County General Hospital (JHM),Region III,Howard County,11/15/20,13:01:00,21,10,49,8,35,30,18,0,0,0,199,176,150,12,12,3,28,Yes,25,1,0,0,3
Howard County General Hospital (JHM),Region III,Howard County,11/16/20,11:24:00,25,12,48,9,35,30,23,0,0,0,199,176,158,12,12,2,27,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/17/20,11:05:00,25,14,46,11,35,30,25,0,0,0,199,176,154,12,12,4,32,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/18/20,11:31:00,29,13,46,11,35,33,25,0,0,0,199,183,159,12,12,3,32,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/19/20,14:11:00,24,12,47,10,35,33,22,0,0,0,199,183,157,12,12,4,29,Yes,25,1,0,0,2
Howard County General Hospital (JHM),Region III,Howard County,11/20/20,11:24:00,26,11,49,8,35,33,21,0,0,0,199,183,160,12,12,3,27,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/21/20,12:33:00,25,9,49,8,35,33,15,0,0,0,205,189,154,12,12,2,28,Yes,25,1,0,0,3
Howard County General Hospital (JHM),Region III,Howard County,11/22/20,12:44:00,26,8,47,10,35,33,18,0,0,0,205,189,156,12,12,1,19,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/23/20,12:20:00,31,10,49,8,35,33,18,0,0,0,205,189,166,12,12,2,18,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/24/20,15:56:00,35,11,49,8,35,33,21,0,0,0,205,189,166,12,12,2,19,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/25/20,11:04:00,36,11,50,7,35,33,20,0,0,0,205,189,157,12,12,0,15,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/26/20,11:01:00,34,10,52,5,35,33,21,0,0,0,205,189,135,12,12,1,21,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/27/20,11:50:00,35,10,54,3,35,33,20,0,0,0,205,189,129,12,12,2,22,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/28/20,11:45:00,34,12,52,5,35,33,23,0,0,0,205,189,128,12,12,1,18,Yes,25,1,0,0,1
Howard County General Hospital (JHM),Region III,Howard County,11/29/20,11:39:00,34,9,52,5,35,33,21,0,0,0,205,189,138,12,12,2,23,Yes,25,1,0,0,0
Howard County General Hospital (JHM),Region III,Howard County,11/30/20,11:01:00,33,9,54,3,35,33,20,0,0,0,205,189,136,12,12,2,25,Yes,25,1,0,0,0
Jessup Corrections ACS,Region III,Anne Arundel County,7/16/20,10:41:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/17/20,10:41:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/18/20,10:12:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/19/20,10:12:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/20/20,10:02:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/21/20,09:22:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/22/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/23/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/24/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/25/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/26/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/27/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/28/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/29/20,09:09:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/30/20,09:21:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,7/31/20,09:21:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/1/20,09:36:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/2/20,12:07:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/3/20,09:51:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/4/20,09:51:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/5/20,09:51:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/6/20,09:51:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/7/20,09:51:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/8/20,09:51:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/9/20,09:51:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/10/20,10:58:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/11/20,10:58:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/12/20,10:58:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/13/20,10:58:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/14/20,11:06:00,4,null,,null,null,null,null,null,null,null,50,15,4,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/15/20,11:27:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/16/20,11:27:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/17/20,11:27:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/18/20,11:27:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/19/20,11:27:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/20/20,11:06:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/21/20,11:44:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/22/20,11:13:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/23/20,11:13:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/24/20,11:13:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/25/20,11:13:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/26/20,11:13:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/27/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/28/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/29/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/30/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,8/31/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/1/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/3/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/4/20,10:29:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/5/20,11:07:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/6/20,11:31:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/7/20,11:31:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/8/20,11:31:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/9/20,11:31:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/10/20,11:29:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/11/20,11:29:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/12/20,11:32:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/13/20,11:32:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/14/20,11:31:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/15/20,11:31:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/16/20,11:31:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/17/20,11:31:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/18/20,12:19:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/19/20,12:19:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/20/20,11:33:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/21/20,11:31:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/22/20,11:40:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/23/20,11:28:00,6,null,,null,null,null,null,null,null,null,50,15,6,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/24/20,11:35:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/25/20,11:35:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/26/20,11:35:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/27/20,11:35:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/28/20,11:35:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/29/20,11:35:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,9/30/20,11:35:00,5,null,,null,null,null,null,null,null,null,50,15,5,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/1/20,11:31:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/2/20,11:48:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/3/20,11:48:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/4/20,11:48:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/5/20,11:48:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/6/20,11:48:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/7/20,11:48:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/8/20,11:12:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/9/20,11:12:00,0,null,,null,null,null,null,null,null,null,50,15,0,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/10/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/11/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/12/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/13/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/14/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/15/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/16/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/17/20,11:34:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/18/20,11:30:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/19/20,11:30:00,3,null,,null,null,null,null,null,null,null,50,15,3,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/20/20,11:39:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/21/20,11:39:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/22/20,11:39:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/23/20,11:39:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/24/20,11:39:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/25/20,11:39:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/26/20,11:33:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/27/20,11:36:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/28/20,11:36:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/29/20,11:36:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/30/20,11:36:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,10/31/20,11:36:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,11/1/20,11:36:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,11/2/20,11:36:00,1,null,,null,null,null,null,null,null,null,50,15,1,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,11/3/20,11:15:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,11/4/20,11:15:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,11/5/20,11:15:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,11/6/20,11:15:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
Jessup Corrections ACS,Region III,Anne Arundel County,11/7/20,11:15:00,2,null,,null,null,null,null,null,null,null,50,15,2,null,null,null,null,,null,null,null,null,
