hospital,hospital_id,date,active_acute,active_icu,active_allbeds
Harbor Hospital (MedStar),h26221809,2020-11-15,7,8,15
Harbor Hospital (MedStar),h26221809,2020-11-16,10,6,16
Harbor Hospital (MedStar),h26221809,2020-11-17,12,6,18
Harbor Hospital (MedStar),h26221809,2020-11-18,12,4,16
Harbor Hospital (MedStar),h26221809,2020-11-19,11,5,16
Harbor Hospital (MedStar),h26221809,2020-11-20,12,5,17
Harbor Hospital (MedStar),h26221809,2020-11-21,9,4,13
Harbor Hospital (MedStar),h26221809,2020-11-22,11,3,14
Harbor Hospital (MedStar),h26221809,2020-11-23,15,3,18
Harbor Hospital (MedStar),h26221809,2020-11-24,14,3,17
Harbor Hospital (MedStar),h26221809,2020-11-25,16,7,23
Harbor Hospital (MedStar),h26221809,2020-11-26,17,5,22
Harbor Hospital (MedStar),h26221809,2020-11-27,17,5,22
Harbor Hospital (MedStar),h26221809,2020-11-28,16,7,23
Harbor Hospital (MedStar),h26221809,2020-11-29,15,5,20
Harbor Hospital (MedStar),h26221809,2020-11-30,15,7,22
Harford Memorial Hospital (UMUCH),h63170115,2020-03-25,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-03-26,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-03-27,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-03-28,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-03-29,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-03-30,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-03-31,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-01,,,
Harford Memorial Hospital (UMUCH),h63170115,2020-04-02,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-03,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-04,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-05,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-06,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-07,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-08,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-09,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-10,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-11,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-12,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-13,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-14,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-15,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-16,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-17,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-18,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-19,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-20,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-04-21,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-22,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-23,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-24,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-04-25,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-04-26,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-04-27,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-04-28,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-04-29,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-04-30,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-05-01,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-02,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-03,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-05-04,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-05-05,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-05-06,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-05-07,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-05-08,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-05-09,2,2,4
Harford Memorial Hospital (UMUCH),h63170115,2020-05-10,2,2,4
Harford Memorial Hospital (UMUCH),h63170115,2020-05-11,2,2,4
Harford Memorial Hospital (UMUCH),h63170115,2020-05-12,0,2,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-13,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-14,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-15,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-16,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-05-17,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-05-18,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-05-19,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-20,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-21,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-22,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-23,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-24,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-05-25,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-26,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-27,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-28,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-29,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-30,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-05-31,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-06-01,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-06-02,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-06-03,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-06-04,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-05,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-06,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-07,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-08,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-09,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-10,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-11,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-06-12,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-06-13,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-14,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-15,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-16,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-17,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-18,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-19,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-20,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-21,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-22,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-23,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-24,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-25,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-26,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-27,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-28,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-29,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-06-30,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-07-01,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-07-02,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-07-03,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-07-04,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-07-05,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-07-06,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-07,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-08,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-07-09,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-07-10,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-07-11,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-12,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-13,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-14,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-15,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-16,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-17,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-18,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-19,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-20,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-07-21,3,0,3
Harford Memorial Hospital (UMUCH),h63170115,2020-07-22,3,0,3
Harford Memorial Hospital (UMUCH),h63170115,2020-07-23,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-07-24,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-07-25,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-07-26,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-27,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-28,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-07-29,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-07-30,1,2,3
Harford Memorial Hospital (UMUCH),h63170115,2020-07-31,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-01,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-08-02,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-08-03,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-08-04,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-08-05,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-06,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-07,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-08,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-09,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-10,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-11,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-12,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-13,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-14,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-15,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-16,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-17,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-08-18,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-08-19,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-20,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-21,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-08-22,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-23,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-24,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-25,5,1,6
Harford Memorial Hospital (UMUCH),h63170115,2020-08-26,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-27,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-08-28,0,2,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-29,0,2,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-30,0,2,2
Harford Memorial Hospital (UMUCH),h63170115,2020-08-31,0,3,3
Harford Memorial Hospital (UMUCH),h63170115,2020-09-01,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-09-02,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-09-03,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-09-04,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-09-05,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-09-06,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-07,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-08,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-09,3,0,3
Harford Memorial Hospital (UMUCH),h63170115,2020-09-10,3,0,3
Harford Memorial Hospital (UMUCH),h63170115,2020-09-11,4,1,5
Harford Memorial Hospital (UMUCH),h63170115,2020-09-12,5,1,6
Harford Memorial Hospital (UMUCH),h63170115,2020-09-13,5,1,6
Harford Memorial Hospital (UMUCH),h63170115,2020-09-14,5,1,6
Harford Memorial Hospital (UMUCH),h63170115,2020-09-15,4,1,5
Harford Memorial Hospital (UMUCH),h63170115,2020-09-16,5,1,6
Harford Memorial Hospital (UMUCH),h63170115,2020-09-17,4,1,5
Harford Memorial Hospital (UMUCH),h63170115,2020-09-18,4,1,5
Harford Memorial Hospital (UMUCH),h63170115,2020-09-19,4,1,5
Harford Memorial Hospital (UMUCH),h63170115,2020-09-20,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-09-21,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-22,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-09-23,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-24,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-25,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-26,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-27,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-09-28,3,1,4
Harford Memorial Hospital (UMUCH),h63170115,2020-09-29,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-09-30,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-10-01,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-02,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-03,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-10-04,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-10-05,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-06,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-10-07,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-08,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-10-09,1,1,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-10,4,1,5
Harford Memorial Hospital (UMUCH),h63170115,2020-10-11,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-10-12,2,1,3
Harford Memorial Hospital (UMUCH),h63170115,2020-10-13,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-14,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-15,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-16,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-17,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-18,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-19,2,0,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-20,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-10-21,0,2,2
Harford Memorial Hospital (UMUCH),h63170115,2020-10-22,0,1,1
Harford Memorial Hospital (UMUCH),h63170115,2020-10-23,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-24,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-25,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-26,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-27,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-28,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-29,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-30,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-10-31,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-01,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-02,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-03,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-04,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-05,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-11-06,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-07,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-08,0,0,0
Harford Memorial Hospital (UMUCH),h63170115,2020-11-09,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-11-10,4,2,6
Harford Memorial Hospital (UMUCH),h63170115,2020-11-11,5,2,7
Harford Memorial Hospital (UMUCH),h63170115,2020-11-12,7,1,8
Harford Memorial Hospital (UMUCH),h63170115,2020-11-13,5,1,6
Harford Memorial Hospital (UMUCH),h63170115,2020-11-14,3,0,3
Harford Memorial Hospital (UMUCH),h63170115,2020-11-15,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-11-16,1,0,1
Harford Memorial Hospital (UMUCH),h63170115,2020-11-17,3,0,3
Harford Memorial Hospital (UMUCH),h63170115,2020-11-18,6,1,7
Harford Memorial Hospital (UMUCH),h63170115,2020-11-19,8,1,9
Harford Memorial Hospital (UMUCH),h63170115,2020-11-20,9,1,10
Harford Memorial Hospital (UMUCH),h63170115,2020-11-21,9,1,10
Harford Memorial Hospital (UMUCH),h63170115,2020-11-22,9,1,10
Harford Memorial Hospital (UMUCH),h63170115,2020-11-23,8,1,9
Harford Memorial Hospital (UMUCH),h63170115,2020-11-24,6,1,7
Harford Memorial Hospital (UMUCH),h63170115,2020-11-25,9,1,10
Harford Memorial Hospital (UMUCH),h63170115,2020-11-26,13,1,14
Harford Memorial Hospital (UMUCH),h63170115,2020-11-27,14,2,16
Harford Memorial Hospital (UMUCH),h63170115,2020-11-28,13,1,14
Harford Memorial Hospital (UMUCH),h63170115,2020-11-29,13,0,13
Harford Memorial Hospital (UMUCH),h63170115,2020-11-30,14,0,14
Holy Cross Germantown,h47529315,2020-03-25,2,2,4
Holy Cross Germantown,h47529315,2020-03-26,0,3,3
Holy Cross Germantown,h47529315,2020-03-27,1,3,4
Holy Cross Germantown,h47529315,2020-03-28,3,2,5
Holy Cross Germantown,h47529315,2020-03-29,4,4,8
Holy Cross Germantown,h47529315,2020-03-30,4,4,8
Holy Cross Germantown,h47529315,2020-03-31,4,5,9
Holy Cross Germantown,h47529315,2020-04-01,,,
Holy Cross Germantown,h47529315,2020-04-02,2,5,7
Holy Cross Germantown,h47529315,2020-04-03,3,5,8
Holy Cross Germantown,h47529315,2020-04-04,0,0,0
Holy Cross Germantown,h47529315,2020-04-05,1,5,6
Holy Cross Germantown,h47529315,2020-04-06,1,5,6
Holy Cross Germantown,h47529315,2020-04-07,3,6,9
Holy Cross Germantown,h47529315,2020-04-08,7,6,13
Holy Cross Germantown,h47529315,2020-04-09,6,6,12
Holy Cross Germantown,h47529315,2020-04-10,6,6,12
Holy Cross Germantown,h47529315,2020-04-11,7,7,14
Holy Cross Germantown,h47529315,2020-04-12,7,9,16
Holy Cross Germantown,h47529315,2020-04-13,5,8,13
Holy Cross Germantown,h47529315,2020-04-14,11,7,18
Holy Cross Germantown,h47529315,2020-04-15,11,7,18
Holy Cross Germantown,h47529315,2020-04-16,15,8,23
Holy Cross Germantown,h47529315,2020-04-17,18,7,25
Holy Cross Germantown,h47529315,2020-04-18,23,8,31
Holy Cross Germantown,h47529315,2020-04-19,17,7,24
Holy Cross Germantown,h47529315,2020-04-20,18,6,24
Holy Cross Germantown,h47529315,2020-04-21,18,6,24
Holy Cross Germantown,h47529315,2020-04-22,18,7,25
Holy Cross Germantown,h47529315,2020-04-23,18,8,26
Holy Cross Germantown,h47529315,2020-04-24,19,8,27
Holy Cross Germantown,h47529315,2020-04-25,20,9,29
Holy Cross Germantown,h47529315,2020-04-26,16,7,23
Holy Cross Germantown,h47529315,2020-04-27,19,7,26
Holy Cross Germantown,h47529315,2020-04-28,25,7,32
Holy Cross Germantown,h47529315,2020-04-29,32,7,39
Holy Cross Germantown,h47529315,2020-04-30,25,8,33
Holy Cross Germantown,h47529315,2020-05-01,24,9,33
Holy Cross Germantown,h47529315,2020-05-02,23,11,34
Holy Cross Germantown,h47529315,2020-05-03,23,10,33
Holy Cross Germantown,h47529315,2020-05-04,26,10,36
Holy Cross Germantown,h47529315,2020-05-05,25,12,37
Holy Cross Germantown,h47529315,2020-05-06,27,11,38
Holy Cross Germantown,h47529315,2020-05-07,25,11,36
Holy Cross Germantown,h47529315,2020-05-08,26,12,38
Holy Cross Germantown,h47529315,2020-05-09,17,14,31
Holy Cross Germantown,h47529315,2020-05-10,21,12,33
Holy Cross Germantown,h47529315,2020-05-11,16,13,29
Holy Cross Germantown,h47529315,2020-05-12,14,11,25
Holy Cross Germantown,h47529315,2020-05-13,15,11,26
Holy Cross Germantown,h47529315,2020-05-14,11,12,23
Holy Cross Germantown,h47529315,2020-05-15,13,12,25
Holy Cross Germantown,h47529315,2020-05-16,15,12,27
Holy Cross Germantown,h47529315,2020-05-17,14,13,27
Holy Cross Germantown,h47529315,2020-05-18,17,11,28
Holy Cross Germantown,h47529315,2020-05-19,21,10,31
Holy Cross Germantown,h47529315,2020-05-20,26,12,38
Holy Cross Germantown,h47529315,2020-05-21,26,13,39
Holy Cross Germantown,h47529315,2020-05-22,27,11,38
Holy Cross Germantown,h47529315,2020-05-23,24,12,36
Holy Cross Germantown,h47529315,2020-05-24,21,12,33
Holy Cross Germantown,h47529315,2020-05-25,18,12,30
Holy Cross Germantown,h47529315,2020-05-26,16,12,28
Holy Cross Germantown,h47529315,2020-05-27,19,10,29
Holy Cross Germantown,h47529315,2020-05-28,19,10,29
Holy Cross Germantown,h47529315,2020-05-29,14,13,27
Holy Cross Germantown,h47529315,2020-05-30,12,13,25
Holy Cross Germantown,h47529315,2020-05-31,13,13,26
Holy Cross Germantown,h47529315,2020-06-01,10,13,23
Holy Cross Germantown,h47529315,2020-06-02,11,14,25
Holy Cross Germantown,h47529315,2020-06-03,12,12,24
Holy Cross Germantown,h47529315,2020-06-04,13,11,24
Holy Cross Germantown,h47529315,2020-06-05,11,10,21
Holy Cross Germantown,h47529315,2020-06-06,15,9,24
Holy Cross Germantown,h47529315,2020-06-07,12,9,21
Holy Cross Germantown,h47529315,2020-06-08,17,9,26
Holy Cross Germantown,h47529315,2020-06-09,12,8,20
Holy Cross Germantown,h47529315,2020-06-10,11,7,18
Holy Cross Germantown,h47529315,2020-06-11,8,7,15
Holy Cross Germantown,h47529315,2020-06-12,7,7,14
Holy Cross Germantown,h47529315,2020-06-13,8,5,13
Holy Cross Germantown,h47529315,2020-06-14,8,5,13
Holy Cross Germantown,h47529315,2020-06-15,8,6,14
Holy Cross Germantown,h47529315,2020-06-16,8,6,14
Holy Cross Germantown,h47529315,2020-06-17,6,5,11
Holy Cross Germantown,h47529315,2020-06-18,6,5,11
Holy Cross Germantown,h47529315,2020-06-19,6,5,11
Holy Cross Germantown,h47529315,2020-06-20,6,5,11
Holy Cross Germantown,h47529315,2020-06-21,6,5,11
Holy Cross Germantown,h47529315,2020-06-22,7,5,12
Holy Cross Germantown,h47529315,2020-06-23,8,6,14
Holy Cross Germantown,h47529315,2020-06-24,7,6,13
Holy Cross Germantown,h47529315,2020-06-25,6,5,11
Holy Cross Germantown,h47529315,2020-06-26,5,5,10
Holy Cross Germantown,h47529315,2020-06-27,6,4,10
Holy Cross Germantown,h47529315,2020-06-28,6,4,10
Holy Cross Germantown,h47529315,2020-06-29,8,3,11
Holy Cross Germantown,h47529315,2020-06-30,6,3,9
Holy Cross Germantown,h47529315,2020-07-01,7,3,10
Holy Cross Germantown,h47529315,2020-07-02,6,3,9
Holy Cross Germantown,h47529315,2020-07-03,6,3,9
Holy Cross Germantown,h47529315,2020-07-04,7,3,10
Holy Cross Germantown,h47529315,2020-07-05,7,2,9
Holy Cross Germantown,h47529315,2020-07-06,8,2,10
Holy Cross Germantown,h47529315,2020-07-07,10,1,11
Holy Cross Germantown,h47529315,2020-07-08,7,1,8
Holy Cross Germantown,h47529315,2020-07-09,7,1,8
Holy Cross Germantown,h47529315,2020-07-10,7,1,8
Holy Cross Germantown,h47529315,2020-07-11,4,1,5
Holy Cross Germantown,h47529315,2020-07-12,3,1,4
Holy Cross Germantown,h47529315,2020-07-13,4,1,5
Holy Cross Germantown,h47529315,2020-07-14,5,1,6
Holy Cross Germantown,h47529315,2020-07-15,4,1,5
Holy Cross Germantown,h47529315,2020-07-16,4,1,5
Holy Cross Germantown,h47529315,2020-07-17,5,2,7
Holy Cross Germantown,h47529315,2020-07-18,5,2,7
Holy Cross Germantown,h47529315,2020-07-19,5,2,7
Holy Cross Germantown,h47529315,2020-07-20,5,2,7
Holy Cross Germantown,h47529315,2020-07-21,8,2,10
Holy Cross Germantown,h47529315,2020-07-22,4,2,6
Holy Cross Germantown,h47529315,2020-07-23,7,2,9
Holy Cross Germantown,h47529315,2020-07-24,7,3,10
Holy Cross Germantown,h47529315,2020-07-25,6,3,9
Holy Cross Germantown,h47529315,2020-07-26,6,3,9
Holy Cross Germantown,h47529315,2020-07-27,5,3,8
Holy Cross Germantown,h47529315,2020-07-28,5,3,8
Holy Cross Germantown,h47529315,2020-07-29,3,3,6
Holy Cross Germantown,h47529315,2020-07-30,4,3,7
Holy Cross Germantown,h47529315,2020-07-31,3,3,6
Holy Cross Germantown,h47529315,2020-08-01,1,3,4
Holy Cross Germantown,h47529315,2020-08-02,1,3,4
Holy Cross Germantown,h47529315,2020-08-03,3,3,6
Holy Cross Germantown,h47529315,2020-08-04,5,3,8
Holy Cross Germantown,h47529315,2020-08-05,6,3,9
Holy Cross Germantown,h47529315,2020-08-06,5,3,8
Holy Cross Germantown,h47529315,2020-08-07,7,3,10
Holy Cross Germantown,h47529315,2020-08-08,8,5,13
Holy Cross Germantown,h47529315,2020-08-09,6,3,9
Holy Cross Germantown,h47529315,2020-08-10,12,3,15
Holy Cross Germantown,h47529315,2020-08-11,11,3,14
Holy Cross Germantown,h47529315,2020-08-12,8,3,11
Holy Cross Germantown,h47529315,2020-08-13,6,2,8
Holy Cross Germantown,h47529315,2020-08-14,6,1,7
Holy Cross Germantown,h47529315,2020-08-15,7,1,8
Holy Cross Germantown,h47529315,2020-08-16,3,2,5
Holy Cross Germantown,h47529315,2020-08-17,3,2,5
Holy Cross Germantown,h47529315,2020-08-18,6,1,7
Holy Cross Germantown,h47529315,2020-08-19,7,1,8
Holy Cross Germantown,h47529315,2020-08-20,9,2,11
Holy Cross Germantown,h47529315,2020-08-21,12,1,13
Holy Cross Germantown,h47529315,2020-08-22,12,1,13
Holy Cross Germantown,h47529315,2020-08-23,10,2,12
