hospital,zipcode,lat,long
Centracare Health System - Long Prairie,56347,45.96669,-94.872044
Sanford Medical Center Wheaton,56296,45.82683,-96.462462
Mayo Clinic Health System - Lake City,55041,44.394193,-92.320188
St Elizabeth Medical Center,55981,44.357587,-92.049217
Tri County Hospital,56482,46.464195,-95.147753
Mayo Clinic Health System-Waseca,56093,44.05857,-93.519385
Lakeview Memorial Hospital,55082,45.073127,-92.839768
Healtheast Woodwinds Hospital,55125,44.918031,-92.938277
Madelia Community Hospital,56062,44.046244,-94.414123
Mayo Clinic Health System - St James,56081,43.991089,-94.629348
Winona Health Services,55987,43.994226,-91.625441
Centracare Health - Monticello,55362,45.292082,-93.838711
Buffalo Hospital,55313,45.174664,-93.851455
Avera Granite Falls,56241,44.797885,-95.572929
Sanford Canby Medical Center,56220,44.732106,-96.295236
Merit Health Natchez,39120,31.508632,-91.358538
Magnolia Regional Health Center,38834,34.917111,-88.571777
Baptist Medical Center-Attala,39090,33.002016,-89.543898
Bolivar Medical Center,38732,33.758855,-90.725595
Bmh-Calhoun,38916,33.816534,-89.35274
Trace Regional Hospital And Swing Bed,38851,33.9105,-88.968194
Choctaw Regional Medical Center,39735,33.353169,-89.187425
Claiborne County Hospital,39150,32.004742,-90.976048
H C Watkins Memorial Hospital Inc,39355,32.054731,-88.624649
North Mississippi Medical Center-West Point,39773,33.647676,-88.690332
Northwest Mississippi Medical Center,38614,34.157044,-90.597737
Copiah County Medical Center,39083,31.844615,-90.477306
Covington County Hospital Cah,39428,31.651053,-89.57284
Methodist Healthcare - Olive Branch Hospital,38654,34.933929,-89.81628
Baptist Memorial Hospital Desoto,38671,34.966282,-89.998152
Merit Health Wesley,39402,31.333704,-89.419175
Forrest General Hospital,39404,36.41568569008179,-89.93698683895991
Franklin County Memorial Hospital,39653,31.481823,-90.864478
George Regional Health System,39452,30.873965,-88.601996
Greene County Hospital Cah,39451,31.1772,-88.621661
University Of Mississippi Medical Center- Grenada,38901,33.762528,-89.802915
Ochsner Medical Center-Hancock,39520,30.271308,-89.481756
Singing River Gulfport,39503,30.474612,-89.152878
Merit Health Biloxi,39530,30.409826,-88.880304
Memorial Hospital At Gulfport,39502,36.41568569008179,-89.93698683895991
St Dominic-Jackson Memorial Hospital,39216,32.333857,-90.159647
Mississippi Methodist Rehab Ctr,39216,32.333857,-90.159647
Mississippi Baptist Medical Center,39202,32.311113,-90.170982
University Of Mississippi Med Center,39216,32.333857,-90.159647
Merit Health Central,39204,32.279311,-90.206334
Holmes County Hospital And Clinics,39095,33.129605,-90.087121
Singing River Health System,39581,30.357101,-88.489323
Jasper General Hospital,39422,31.959313,-89.257708
Jefferson County Hospital,39069,31.68616,-91.043249
Jefferson Davis Community Hospital Cah,39474,31.612609,-89.85517
South Central Reg Med Ctr,39440,31.693212,-89.147245
John C Stennis Memorial Hospital,39328,32.743509,-88.698611
Baptist Memorial Hospital North Ms,38655,34.333217,-89.473309
The Speciality Hospital Of Meridian,39301,32.273648,-88.580363
Anderson Regional Medical Ctr,39301,32.273648,-88.580363
Anderson Rmc South,39301,32.273648,-88.580363
Alliance Health Center,39301,32.273648,-88.580363
Rush Foundation Hospital,39301,32.273648,-88.580363
Lawrence County Hospital Cah,39654,31.544944,-90.136681
Baptist Medical Center-Leake,39051,32.778076,-89.490169
North Mississippi Medical Center,38801,34.222629,-88.774588
Greenwood Leflore Hospital,38935,36.41568569008179,-89.93698683895991
King'S Daughters Medical Center-Brookhaven,39601,31.56308,-90.471262
Baptist Memorial Hospital Golden Triangle Inc,39701,33.393933,-88.504719
Merit Health Madison,39046,32.632163,-89.983933
Alliance Healthcare System,38635,34.766909,-89.486327
North Mississippi Medical Center-Gilmore Amory,38821,33.977521,-88.436749
Monroe Regional Hospital,39730,33.843635,-88.565615
Tyler Holmes Memorial Hospital Cah,38967,33.457399,-89.732453
Laird Hospital Inc,39365,32.602694,-89.126133
Neshoba County General Hospital,39350,32.796469,-89.125241
Noxubee General Critical Access Hosp,39341,33.098547,-88.566395
Och Regional Medical Center,39759,33.437924,-88.825142
Panola Medical Center,38606,34.303262,-89.952316
Pearl River County Hospital,39470,30.822892,-89.56901
Highland Community  Hospital,39466,30.520513,-89.585934
Perry County General Hosp,39476,31.386969,-88.866929
Beacham Memorial Hospital,39652,31.113659,-90.475396
Southwest Ms Regional Medical Center,39649,36.41568569008179,-89.93698683895991
Pontotoc Health Service Cah,38863,34.217915,-89.019053
Baptist Memorial Hospital Booneville,38829,34.650609,-88.527209
Merit Health Women'S Hospital,39232,32.330662,-90.091792
Merit Health River Oaks,39232,32.330662,-90.091792
Merit Health Rankin,39042,32.197548,-89.895006
Scott Regional Hospital Cah,39117,32.296241,-89.656952
S E Lackey Memorial Hospital,39074,32.393704,-89.478007
Magee General Hospital,39111,31.896635,-89.718092
Simpson General Hospital Cah,39114,31.951836,-89.824587
Patients Choice Medical Center Of Smith County,39153,32.045133,-89.490046
North Sunflower Medical Center Cah,38771,33.739965,-90.528989
South Sunflower County Hospital,38751,33.44553,-90.686995
Tallahatchie Critical Access Hospital,38921,33.982154,-90.144181
Tippah County Hospital,38663,34.734051,-88.882216
Tishomingo Health Services Inc,38852,34.843688,-88.213248
Baptist Memorial Hospital Union County,38652,34.483075,-88.996667
Walthall County General Hospital Cah,39667,31.124737,-90.126164
Merit Health River Region,39183,32.447078,-90.80661
Kpc Promise Hospital Of Vicksburg,39183,32.447078,-90.80661
Allegiance Specialty Hospital Of Greenville,38701,33.310738,-91.044262
Delta Regional Medical Center,38704,33.007175,-91.021252
Wayne General Hospital,39367,31.676874,-88.66586
Webster General Hospital/ Swing Bed,39744,33.57994,-89.307271
Field Health System,39631,31.067208,-91.134006
Winston Medical Center & Swingbed,39339,33.101905,-89.011663
Yalobusha General Hospital,38965,34.135546,-89.601746
Baptist Medical Center-Yazoo,39194,32.845243,-90.520794
Northeast Regional Medical Center,63501,40.166289,-92.59121
Community Hospital Association,64446,40.317092,-95.414049
Ssm Health St. Mary'S Hospital-Audrain,65265,39.203373,-91.885371
Cox Monett Hospital,65708,36.902894,-93.911536
Mercy Hospital Cassville,65625,36.674069,-93.816497
Cox Barton County Hospital,64759,37.52122,-94.25704
Bates County Memorial Hospital,64730,38.259262,-94.300276
University Of Missouri Health Care,65212,36.41568569008179,-89.93698683895991
Boone Hospital Center,65201,38.900944,-92.238425
Mosiac Life Care At St Joseph,64506,39.789915,-94.803312
Mosaic Life Care At St Joseph,64506,39.789915,-94.803312
Poplar Bluff Regional Medical Center,63901,36.759059,-90.460058
Fulton Medical Center Llc,65251,38.841849,-91.977132
Lake Regional Health System,65065,38.134934,-92.662853
"Landmark Hospital Of Cape Girardeau, Llc",63701,37.335872,-89.575814
Southeasthealth,63701,37.335872,-89.575814
Cass Regional Medical Center,64701,38.624513,-94.329255
Belton Regional Medical Center,64012,38.789354,-94.543625
Cedar County Memorial Hospital,64744,37.848197,-93.978926
Liberty Hospital,64069,36.41568569008179,-89.93698683895991
Excelsior Springs Hospital,64024,39.327618,-94.226953
Kindred Hospital Northland,64118,39.212864,-94.573951
North Kansas City Hospital,64116,39.148811,-94.575242
Cameron Regional Medical Center,64429,39.736726,-94.225807
Capital Region Medical Center,65102,36.41568569008179,-89.93698683895991
Ssm Health St. Mary'S Hospital - Jefferson City,65109,38.573883,-92.277794
Missouri Baptist Sullivan Hospital,63080,38.192428,-91.075962
Salem Memorial District Hospital,65560,37.596621,-91.503902
Mercy Hospital Washington,63090,38.535267,-91.048832
Hermann Area District Hospital,65041,38.63302,-91.489758
Mosaic Medical Center Albany,64402,40.257169,-94.327329
Mercy Hospital Springfield,65804,37.150498,-93.251921
"Select Specialty Hospital Springfield, Inc",65804,37.150498,-93.251921
Cox Medical Centers,65807,37.167533,-93.324773
Wright Memorial Hospital,64683,40.078432,-93.60105
Harrison County Community Hospital,64424,40.261889,-94.036075
Golden Valley Memorial Hospital,64735,38.367806,-93.743646
Mercy St Francis Hospital,65548,37.012976,-91.712643
Ozarks Healthcare,65775,36.700074,-91.858053
Iron County Medical Center,63663,37.6229,-90.644795
Truman Medical Center Hospital Hill,64108,39.084895,-94.58647
Childrens Mercy Hospital,64108,39.084895,-94.58647
Research Medical Center,64132,38.988304,-94.542261
Saint Luke'S East Hospital,64086,38.899171,-94.272385
Lee'S Summit Medical Center,64063,38.911994,-94.351673
St Lukes Hospital Of Kansas City,64111,39.05758,-94.593879
Centerpoint Medical Center,64057,39.071957,-94.319308
Truman Medical Center Lakewood,64139,38.968342,-94.416366
"Landmark Hospital Of Joplin, Llc",64804,37.021691,-94.510899
Freeman Health System - Freeman West,64804,37.021691,-94.510899
Mercy Hospital Joplin,64804,37.021691,-94.510899
Mercy Hospital Carthage,64836,37.189255,-94.279255
Ssm Health St Clare Hospital - Fenton,63026,38.503348,-90.460968
Mercy Hospital Jefferson,63028,38.137919,-90.392182
Western Missouri Medical Center,64093,38.792472,-93.730884
Mercy Hospital Lebanon,65536,37.68769,-92.644458
Lafayette Regional Health Center,64067,39.154284,-93.836041
Mercy Hospital Aurora,65605,36.771716,-93.654747
Mercy Hospital Lincoln,63379,39.001027,-90.995571
Pershing Memorial Hospital,64628,39.796166,-93.041516
Hedrick Medical Center,64601,39.805381,-93.579097
Macon County Samaritan Memorial Hospital,63552,39.763163,-92.43653
Madison Medical Center,63645,37.536749,-90.338784
Hannibal Regional Hospital,63401,39.690673,-91.456616
Missouri Delta Medical Center,63801,36.904912,-89.618414
Mosaic Medical Center - Maryville,64468,40.343552,-94.881028
Pemiscot County Memorial Hospital,63851,36.259153,-89.717229
Bothwell Regional Health Center,65302,36.41568569008179,-89.93698683895991
Phelps Health,65401,37.899825,-91.768905
Pike County Memorial Hospital,63353,39.454038,-91.113041
Saint Lukes North Hospital,64154,39.279265,-94.637168
Citizens Memorial Hospital,65613,37.636902,-93.396427
Putnam County Memorial Hospital,63565,40.48062,-92.947276
Moberly Regional Medical Center,65270,39.413639,-92.39495
Ray County Memorial Hospital,64085,39.334841,-93.945283
Select Specialty Hospital-St Louis,63301,38.858035,-90.463316
Ssm Health St Joseph Hospital-St Charles,63301,38.858035,-90.463316
Barnes-Jewish St Peters Hospital,63376,38.798916,-90.606645
Ssm Health Saint Joseph Hospital-Lake Saint Louis,63367,38.774327,-90.795044
Progress West Hospital,63368,38.751295,-90.729626
Ellett Memorial Hospital,64724,38.15321,-94.006638
Ste Genevieve County Memorial Hospital,63670,37.885845,-90.161531
Parkland Health Center - Bonne Terre,63628,37.945701,-90.524737
Parkland Health Center,63640,37.754674,-90.380562
Mercy Hospital St Louis,63141,38.658285,-90.458195
Barnes-Jewish West County Hospital,63141,38.658285,-90.458195
Ssm Health Depaul Hospital St Louis,63044,38.772791,-90.430046
Missouri Baptist Medical Center,63131,38.617391,-90.444197
Select Specialty Hospital - Town And Country,63131,38.617391,-90.444197
Christian Hospital Northeast-Northwest,63136,38.743304,-90.259776
Mercy Hospital South,63128,38.49206,-90.3863
Ranken Jordan Pediatric Bridge Hospital,63043,38.729739,-90.461383
Ssm Health St Mary'S Hospital - St Louis,63117,38.630765,-90.330852
St Luke'S Des Peres Hospital,63122,38.58119,-90.417981
Fitzgibbon Hospital,65340,39.088508,-93.175937
Scotland County  Hospital,63555,40.486404,-92.193179
Southeasthealth Center Of Stoddard County,63841,36.771316,-89.984451
Sullivan County Memorial Hospital,63556,40.182985,-93.12729
Cox Medical Center Branson,65615,36.41568569008179,-89.93698683895991
Texas County Memorial Hospital,65483,37.298969,-91.955093
Nevada Regional Medical Center,64772,37.832567,-94.334697
Washington County Memorial Hospital,63664,37.900001,-90.927664
Kindred Hospital - St Louis,63108,38.644803,-90.253417
St Louis Childrens Hospital,63110,38.625794,-90.266998
Ssm Health Saint Louis University Hospital,63110,38.625794,-90.266998
St Alexius Hospital,63118,38.59244,-90.226241
Barnes Jewish Hospital,63110,38.625794,-90.266998
Barrett Hospital & Healthcare,59725,45.098017,-112.821472
Big Horn Hospital,59034,45.697037,-107.694239
Broadwater Health Center,59644,46.428793,-111.415948
Beartooth Billings Clinic,59068,45.119295,-109.446002
Dahl Memorial Healthcare Assoc,59324,45.783738,-104.542536
Benefis Hospitals Inc,59405,47.319261,-111.298533
Great Falls Clinic Hospital,59405,47.319261,-111.298533
Missouri River Medical Center,59442,47.897628,-110.634914
Big Sandy Medical Center,59520,48.038197,-109.932137
Holy Rosary Healthcare,59301,46.293337,-105.759498
Daniels Memorial Hospital,59263,48.791171,-105.514255
Glendive Medical Center,59330,47.098693,-104.748781
Community Hospital Of Anaconda,59711,46.094962,-113.140153
Fallon Medical Complex Hospital,59313,46.309664,-104.244522
Central Montana Medical Center,59457,47.139985,-109.310714
North Valley Hospital,59937,48.406092,-114.532766
The Healthcenter,59901,48.229649,-114.385053
Kalispell Regional Medical Center,59901,48.229649,-114.385053
Bozeman Health Deaconess Hospital,59715,45.825929,-110.898032
Big Sky Medical Center,59716,45.066933,-111.489684
Garfield County Health Center,59337,47.384253,-106.79841
Northern Rockies Medical Center,59427,48.770665,-112.534338
Granite County Medical Center,59858,46.285772,-113.467406
Northern Montana Hospital,59501,48.689862,-109.78113
St Luke Community Hospital,59864,47.529251,-114.109302
Providence St Joseph Medical Center,59860,47.706523,-114.17282
St Peters Hospital,59601,46.530509,-112.199726
Liberty Medical Center,59522,48.555119,-111.005588
Cabinet Peaks Medical Center,59923,48.225917,-115.391814
Mccone County Health Center,59215,47.515988,-105.772645
Madison Valley Medical Center,59729,45.29372,-111.649073
Ruby Valley Medical Center,59749,45.454174,-112.0727
Mountainview Medical Center,59645,46.687671,-111.054661
Mineral Community Hospital,59872,47.110018,-114.90092
Community Medical Center,59804,46.875845,-114.233484
St Patrick Hospital,59806,36.41568569008179,-89.93698683895991
Roundup Memorial Healthcare,59072,46.47069,-108.545903
Livingston Healthcare,59047,45.547407,-110.571191
Phillips County Medical Center,59538,48.112019,-107.84552
Pondera Medical Center,59425,48.187163,-111.898576
Deer Lodge Medical Center,59722,46.366483,-112.772501
Prairie Community Hospital,59349,46.890151,-105.502227
Marcus Daly Memorial Hospital - Cah,59840,46.185492,-114.193659
Sidney Health Center,59270,47.609455,-104.086128
Poplar Community Hospital,59255,48.244168,-105.169231
Roosevelt Medical Center,59218,48.085231,-104.556884
Rosebud Health Care Center,59327,46.236772,-106.682233
Clark Fork Valley Hospital,59859,47.535214,-114.826544
Sheridan Memorial Hosptial,59254,48.752325,-104.638786
St James Healthcare,59701,46.035043,-112.47572
Stillwater Billings Clinic,59019,45.651783,-109.217531
Pioneer Medical Center,59011,45.924721,-109.948625
Benefis Teton Medical Center,59422,47.813941,-112.473813
Marias Medical Center,59474,48.508807,-111.72954
Frances Mahon Deaconess Hospital,59230,48.13099,-106.800334
Wheatland Memorial Hospital,59036,46.480275,-109.933967
Billings Clinic Hospital,59101,45.613054,-108.390305
Advanced Care Hospital Of Montana,59102,45.775641,-108.580209
St Vincent Healthcare,59101,45.613054,-108.390305
Mary Lanning Healthcare,68901,40.59161,-98.372728
Antelope Memorial Hospital,68756,42.183568,-97.980286
Boone County Health Center,68620,41.744793,-98.076696
Box Butte General Hospital,69301,42.122965,-102.88128
Niobrara Valley Hospital,68746,42.809636,-98.437442
Brown County Hospital,69210,42.359562,-99.92392
Kearney Regional Medical Center,68845,40.721039,-99.164684
Chi Health Good Samaritan,68848,36.41568569008179,-89.93698683895991
Mercyone Oakland Medical Center,68045,41.825554,-96.492473
Butler County Health Care Center,68632,41.245896,-97.131613
Chase County Community Hospital,69033,40.559381,-101.67601
Cherry County Hospital,69201,42.739801,-100.567059
Sidney Regional Medical Center,69162,41.129228,-103.016632
Chi Health Schuyler,68661,41.492505,-97.088623
St Francis Memorial Hospital,68788,41.839631,-96.721283
Callaway District Hospital,68825,41.264062,-99.968062
Jennie M Melham Memorial Medical Center,68822,41.380918,-99.631719
Chadron Community Hospital Corp,69337,42.827175,-103.012899
Lexington Regional Health Center,68850,40.826405,-99.739779
Gothenburg Memorial Hospital,69138,40.995816,-100.176551
Cozad Community Hospital,69130,40.894116,-99.952965
Methodist Fremont Health,68025,41.437235,-96.48788
Methodist Hospital,68114,41.263218,-96.049586
Chi Health Creighton University Medical Center - B,68124,41.235473,-96.051334
The Nebraska Medical Center,68198,36.41568569008179,-89.93698683895991
Children'S Hospital & Medical Center,68114,41.263218,-96.049586
Chi Health Immanuel,68122,41.372501,-96.049201
Orthonebraska Hospital,68144,41.234983,-96.11845
Midwest Surgical Hospital Llc,68114,41.263218,-96.049586
Chi Health Lakeside,68130,41.234208,-96.195267
Select Specialty Hospital - Omaha (Central Campus),68124,41.235473,-96.051334
Boys Town National Research Hospital,68131,41.264565,-95.964472
Dundy County Hospital,69021,40.14161,-101.540343
Fillmore County Hospital,68361,40.512146,-97.598807
Tri Valley Health System,69022,40.379758,-100.191949
"Beatrice Community Hospital & Health Center, Inc",68310,40.249821,-96.74949
Regional West Garden County Hospital,69154,41.430572,-102.351775
Grand Island Regional Medical Center,68803,40.956077,-98.414575
Chi Health St Francis,68803,40.956077,-98.414575
Harlan County Health System,68920,40.154543,-99.339914
Avera St Anthony'S Hospital,68763,42.501043,-98.608208
West Holt Memorial Hospital,68713,42.54015,-98.959566
Howard County Medical Center,68873,41.240105,-98.453771
Jefferson Community Health & Life,68352,40.142403,-97.229238
Johnson County Hospital,68450,40.363539,-96.229749
Kearney County Health Services Hospital,68959,40.484,-98.91601
Ogallala Community Hospital,69153,41.101361,-101.675692
Kimball Health Services,69145,41.246022,-103.667696
Avera Creighton Hospital,68729,42.471872,-97.905075
Bryan Medical Center,68506,40.779641,-96.639634
Select Specialty Hospital - Lincoln,68502,40.78581,-96.698002
Chi Health St Elizabeth,68510,40.806237,-96.635703
Chi Health Nebraska Heart,68526,40.729972,-96.582067
Great Plains Health,69101,41.141895,-100.800597
Faith Regional Health Services,68701,42.019825,-97.442556
Merrick Medical Center,68826,41.163588,-98.016399
Morrill County Community Hospital,69336,41.628527,-103.167371
Genoa Community Hospital,68640,41.460369,-97.785881
Nemaha County Hospital,68305,40.370253,-95.864948
Brodstone Memorial Hosp,68978,40.06666,-98.0975
Syracuse Area Health,68446,40.653402,-96.175404
Chi Health St Mary'S,68410,40.635791,-95.883799
Pawnee County Memorial Hospital,68420,40.09297,-96.209452
Perkins County Health Services,69140,40.850303,-101.773477
Phelps Memorial Health Center,68949,40.427061,-99.38895
Chi Health Plainview,68769,42.325158,-97.811327
Osmond General Hospital,68765,42.3423,-97.613711
Columbus Community Hospital,68601,41.454231,-97.398164
Annie Jeffrey Memorial County Health Center,68651,41.228224,-97.570129
"Community Medical Center, Inc",68355,40.109001,-95.567883
Rock County Hospital,68714,42.430669,-99.493546
Warren Memorial Hospital,68359,40.631292,-97.284829
Crete Area Medical Center,68333,40.622345,-96.949349
Chi Health Midlands,68046,41.121819,-96.052772
Bellevue Medical Center,68123,41.101821,-95.943504
Saunders Medical Center,68066,41.186717,-96.628065
Regional West Medical Center,69361,41.922838,-103.622904
Gordon Memorial Hospital District,69343,42.702367,-102.033115
Thayer County Health Services,68370,40.139642,-97.547632
Pender Community Hospital,68047,42.111188,-96.733089
Valley County Health System,68862,41.599956,-98.936456
Memorial Community Hospital Mch & Health System,68008,41.546834,-96.162598
Webster County Community Hospital,68970,40.110321,-98.509567
Henderson Health Care Services,68371,40.771376,-97.79014
York General Hospital,68467,40.866364,-97.595637
Banner Churchill Community Hospital,89406,39.53771,-118.264165
Henderson Hospital,89011,36.074719,-114.985309
Dignity Health St Rose Dominican N L V  Campus,89031,36.258912,-115.171788
"Pam Specialty Hospital Of Las Vegas, Llc",89128,36.196814,-115.264363
Saint Rose Dominican Hospitals - Siena Campus,89052,35.955108,-115.056693
Spring Valley Hospital Medical Center,89118,36.07738,-115.213966
Centennial Hills Hospital Medical Center,89149,36.272251,-115.292534
Harmon Hospital,89119,36.084721,-115.146129
North Vista Hospital,89030,36.211516,-115.124129
Valley Hospital Medical Center,89106,36.181706,-115.163231
Saint Rose Dominican Hospitals - San Martin Campus,89113,36.061152,-115.263515
Infinity Hospice Care Llc,89118,36.07738,-115.213966
University Medical Center,89102,36.14543,-115.186825
Mountainview Hospital,89128,36.196814,-115.264363
Boulder City Hospital,89005,35.986677,-114.809401
Kindred Hospital - Las Vegas (Sahara Campus),89146,36.143249,-115.226909
Summerlin Hospital Medical Center,89144,36.178886,-115.320759
Southern Hills Hospital And Medical Center,89148,36.08017,-115.297071
Horizon Specialty Hospital,89106,36.181706,-115.163231
Las Vegas-Amg Specialty Hospital,89121,36.121526,-115.091277
Sunrise Hospital And Medical Center,89109,36.13172,-115.168382
Nathan Adelson Hospice,89119,36.084721,-115.146129
Saint Rose Dominican Hospitals - Rose De Lima,89015,36.039314,-114.928032
Desert Springs Hospital,89119,36.084721,-115.146129
Mesa View Regional Hospital,89027,36.813945,-114.120444
Carson Valley Medical Center,89410,38.871778,-119.604207
Northeastern Nevada Regional Hospital,89801,41.247991,-115.761405
Humboldt General Hospital,89445,41.169339,-118.263916
Battle Mountain General Hospital,89820,40.411623,-116.977156
Grover C Dils Medical Center,89008,37.286087,-114.513105
South Lyon Medical Center,89447,38.811278,-119.131304
Mount Grant General Hospital,89415,38.480395,-118.637507
Desert View Hospital,89048,36.165343,-116.003323
Pershing General Hospital,89419,40.374813,-118.18904
Renown South Meadows Medical Center,89521,39.385322,-119.69207
Pam Specialty Hospital Of Sparks Llc,89434,39.541317,-119.650155
Incline Village Health Center,89451,39.24158,-119.934182
Renown Regional Medical Center,89502,39.491314,-119.743845
Saint Mary'S Regional Medical Center,89503,39.54104,-119.840126
Northern Nevada Medical Center,89434,39.541317,-119.650155
William Bee Ririe Hospital,89301,39.54005,-114.770485
Carson Tahoe Continuing Care Hospital,89703,39.166998,-119.839233
Carson Tahoe Regional Medical Center,89703,39.166998,-119.839233
Lakes Region General Hospital,3246,43.576496,-71.482301
Huggins Hospital,3894,43.603773,-71.177139
Cheshire Medical Center,3431,42.965044,-72.294803
Weeks Medical Center,3584,44.483853,-71.545865
Upper Connecticut Valley Hospital,3576,44.912445,-71.385112
Androscoggin Valley Hospital,3570,44.504596,-71.155466
Mary Hitchcock Memorial Hospital,3756,36.41568569008179,-89.93698683895991
Cottage Hospital,3785,44.043516,-71.9122
Littleton Regional Healthcare,3561,44.34335,-71.795116
Alice Peck Day Memorial Hospital,3766,43.632568,-72.234816
Speare Memorial Hospital,3264,43.738799,-71.702722
Southern Nh Medical Center,3060,42.741087,-71.458266
Catholic Medical Center,3102,43.011907,-71.491063
Monadnock Community Hospital,3458,42.868369,-71.940102
Elliot Hospital,3103,42.950538,-71.446547
Concord Hospital,3301,43.238549,-71.555988
Franklin Regional Hospital,3235,43.449136,-71.674267
New London Hospital,3257,43.417721,-71.990609
Parkland Medical Center,3038,42.892761,-71.276763
Exeter Hospital Inc,3833,42.978415,-70.987522
Portsmouth Regional Hospital,3801,43.074812,-70.805443
Frisbie Memorial Hospital,3867,43.303528,-70.988238
Wentworth-Douglass Hospital,3820,43.190658,-70.887655
Valley Regional Hospital,3743,43.360727,-72.326929
Shore Medical Center,8244,39.318968,-74.588458
Acuity Specialty Hospital Of New Jersey,8401,39.377297,-74.451082
Atlanticare Regional Medical Center - City Campus,8401,39.377297,-74.451082
Valley Hospital,7450,40.981591,-74.113506
"Pascack Valley Medical Center, Hackensack Meridian",7675,41.003506,-74.001778
Bergen New Bridge Medical Center,7652,40.947312,-74.070219
Select Specialty Hospital Northeast,7662,40.910694,-74.082895
Englewood Hospital And Medical Center,7631,40.891197,-73.972515
Holy Name Medical Center,7666,40.890317,-74.011478
Hackensack University Medical Center,7601,40.889398,-74.045698
Weisman Childrens Rehabilitation Hospital,8053,39.856677,-74.90081
Deborah Heart And Lung Center,8015,39.931531,-74.543763
Acuity Specialty Hospital Of Southern New Jersey,8046,40.02795,-74.886984
Virtua Willingboro Hospital,8046,40.02795,-74.886984
Virtua Memorial Hospital Of Burlington County,8060,40.007737,-74.790088
Cooper University Hospital,8103,39.935834,-75.113921
Jefferson Stratford Hospital,8084,39.828957,-75.015458
Virtua West Jersey Hospitals Voorhees,8043,39.848539,-74.953498
Virtua Our Lady Of Lourdes Hospital,8103,39.935834,-75.113921
Cape Regional Medical Center Inc,8210,39.12175,-74.83443
Inspira Medical Center Vineland,8360,39.495524,-75.008665
Clara Maass Medical Center,7109,40.794927,-74.162353
Newark Beth Israel Medical Center,7112,40.709361,-74.209662
East Orange General Hospital,7018,40.755897,-74.217961
Columbus Hospital Ltach,7107,40.762918,-74.186559
Saint Michael'S Medical Center,7102,40.735659,-74.173605
Saint Barnabas Medical Center,7039,40.785828,-74.3291
"Hackensack Meridian Health, Mountainside Medical",7042,40.813487,-74.219011
Carepoint Health - Bayonne Medical Center,7002,40.662338,-74.110275
Jersey City Medical Center,7302,40.719389,-74.046469
Hudson Regional Hospital,7094,40.781958,-74.067649
Palisades Medical Center,7047,40.794175,-74.02496
Carepoint Health-Hoboken University Medical Center,7030,40.745268,-74.032021
Carepoint Health-Christ Hospital,7306,40.734924,-74.071875
Hunterdon Medical Center,8822,40.525105,-74.865254
Capital Health Medical Center - Hopewell,8534,40.329422,-74.792789
Robert Wood Johnson University Hospital Hamilton,8690,40.224505,-74.660279
Capital Health Regional Medical Center,8638,40.254018,-74.763385
Saint Peter'S University Hospital,8901,40.483638,-74.44246
Children'S Specialized Hospital,8901,40.483638,-74.44246
Robert Wood Johnson University Hospital,8901,40.483638,-74.44246
Jfk University Medical Center,8818,36.41568569008179,-89.93698683895991
Penn Medicine Princeton Medical Center,8536,40.33229,-74.581076
Raritan Bay Medical Center Perth Amboy Division,8861,40.520494,-74.272943
Centrastate Medical Center,7728,40.225793,-74.285785
Bayshore Medical Center,7733,40.374964,-74.173849
Riverview Medical Center,7701,40.361667,-74.078076
Jersey Shore University Medical Center,7754,36.41568569008179,-89.93698683895991
Monmouth Medical Center,7740,40.295372,-73.989899
Saint Clare'S Hospital/ Denville Campus,7834,40.887246,-74.490462
Chilton Medical Center,7444,40.967407,-74.306967
Morristown Medical Center,7960,40.784201,-74.500025
Kindred Hospital New Jersey - Morris County,7801,40.917192,-74.554744
Southern Ocean Medical Center,8050,39.71275,-74.231
Ocean Medical Center,8724,40.086235,-74.11085
Specialty Hospital Of Central Jersey,8701,40.077041,-74.200383
Monmouth Medical Center-Southern Campus,8701,40.077041,-74.200383
St Mary'S General Hospital,7055,40.856413,-74.12694
St Joseph'S University Medical Center,7503,40.897548,-74.154121
Inspira Medical Center Elmer,8318,39.557728,-75.177717
Salem Medical Center,8079,39.542408,-75.431684
"Matheny School & Hospital, The",7977,40.705188,-74.670075
Robert Wood Johnson University Hospital Somerset,8876,40.589554,-74.685411
Newton Medical Center,7860,41.056547,-74.819113
Overlook Medical Center,7902,36.41568569008179,-89.93698683895991
Trinitas Regional Medical Center,7207,36.41568569008179,-89.93698683895991
Robert Wood Johnson University Hospital At Rahway,7065,40.607152,-74.280531
St Luke'S Warren Hospital,8865,40.708223,-75.147074
Hackettstown Medical Center,7840,40.854177,-74.835349
Lovelace Medical Center,87102,35.081357,-106.646575
Unm Hospital,87106,35.057863,-106.620735
Lovelace Westside Hospital,87114,35.19364,-106.685666
"Albuquerque - Amg Specialty Hospital, Llc",87108,35.072479,-106.578362
Lovelace Women'S Hospital,87109,35.152882,-106.575536
Kindred Hospital  Albuquerque,87102,35.081357,-106.646575
Presbyterian Hospital,87106,35.057863,-106.620735
Eastern New Mexico Medical Center,88201,33.643275,-104.396622
Lovelace Regional Hospital - Roswell,88201,33.643275,-104.396622
Cibola General Hospital,87020,34.86525,-107.947956
Miners' Colfax Medical Center,87740,36.749268,-104.407369
Plains Regional Medical Center,88101,34.499384,-103.275272
Mountain View Regional Medical Center,88011,32.322443,-106.656276
