location_name,location_id,date,beds_total,occupancy_total,occupancy_covid
North Bay Parry Sound District Health Unit,3547,2020-04-02,,,
North Bay Parry Sound District Health Unit,3547,2020-04-03,,,
North Bay Parry Sound District Health Unit,3547,2020-04-04,,,
North Bay Parry Sound District Health Unit,3547,2020-04-05,,,
North Bay Parry Sound District Health Unit,3547,2020-04-06,,,
North Bay Parry Sound District Health Unit,3547,2020-04-07,,,
North Bay Parry Sound District Health Unit,3547,2020-04-08,,,
North Bay Parry Sound District Health Unit,3547,2020-04-09,,,
North Bay Parry Sound District Health Unit,3547,2020-04-10,,,
North Bay Parry Sound District Health Unit,3547,2020-04-11,,,
North Bay Parry Sound District Health Unit,3547,2020-04-12,,,
North Bay Parry Sound District Health Unit,3547,2020-04-13,,,
North Bay Parry Sound District Health Unit,3547,2020-04-14,,,
North Bay Parry Sound District Health Unit,3547,2020-04-15,,,
North Bay Parry Sound District Health Unit,3547,2020-04-16,,,
North Bay Parry Sound District Health Unit,3547,2020-04-17,,,
North Bay Parry Sound District Health Unit,3547,2020-04-18,,,
North Bay Parry Sound District Health Unit,3547,2020-04-19,,,
North Bay Parry Sound District Health Unit,3547,2020-04-20,,,
North Bay Parry Sound District Health Unit,3547,2020-04-21,,,
North Bay Parry Sound District Health Unit,3547,2020-04-22,,,
North Bay Parry Sound District Health Unit,3547,2020-04-23,,,
North Bay Parry Sound District Health Unit,3547,2020-04-24,,,
North Bay Parry Sound District Health Unit,3547,2020-04-25,,,
North Bay Parry Sound District Health Unit,3547,2020-04-26,,,
North Bay Parry Sound District Health Unit,3547,2020-04-27,,,
North Bay Parry Sound District Health Unit,3547,2020-04-28,,,
North Bay Parry Sound District Health Unit,3547,2020-04-29,,,
North Bay Parry Sound District Health Unit,3547,2020-04-30,,,
North Bay Parry Sound District Health Unit,3547,2020-05-01,,,
North Bay Parry Sound District Health Unit,3547,2020-05-02,,,
North Bay Parry Sound District Health Unit,3547,2020-05-03,,,
North Bay Parry Sound District Health Unit,3547,2020-05-04,,,
North Bay Parry Sound District Health Unit,3547,2020-05-05,,,
North Bay Parry Sound District Health Unit,3547,2020-05-06,,,
North Bay Parry Sound District Health Unit,3547,2020-05-07,,,
North Bay Parry Sound District Health Unit,3547,2020-05-08,,,
North Bay Parry Sound District Health Unit,3547,2020-05-09,,,
North Bay Parry Sound District Health Unit,3547,2020-05-10,,,
North Bay Parry Sound District Health Unit,3547,2020-05-11,,,
North Bay Parry Sound District Health Unit,3547,2020-05-12,,,
North Bay Parry Sound District Health Unit,3547,2020-05-13,,,
North Bay Parry Sound District Health Unit,3547,2020-05-14,,,
North Bay Parry Sound District Health Unit,3547,2020-05-15,,,
North Bay Parry Sound District Health Unit,3547,2020-05-16,,,
North Bay Parry Sound District Health Unit,3547,2020-05-17,,,
North Bay Parry Sound District Health Unit,3547,2020-05-18,,,
North Bay Parry Sound District Health Unit,3547,2020-05-19,,,
North Bay Parry Sound District Health Unit,3547,2020-05-20,,,
North Bay Parry Sound District Health Unit,3547,2020-05-21,,,
North Bay Parry Sound District Health Unit,3547,2020-05-22,,,
North Bay Parry Sound District Health Unit,3547,2020-05-23,,,
North Bay Parry Sound District Health Unit,3547,2020-05-24,,,
North Bay Parry Sound District Health Unit,3547,2020-05-25,,,
North Bay Parry Sound District Health Unit,3547,2020-05-26,,,
North Bay Parry Sound District Health Unit,3547,2020-05-27,,,
North Bay Parry Sound District Health Unit,3547,2020-05-28,,,
North Bay Parry Sound District Health Unit,3547,2020-05-29,,,
North Bay Parry Sound District Health Unit,3547,2020-05-30,,,
North Bay Parry Sound District Health Unit,3547,2020-05-31,,,
North Bay Parry Sound District Health Unit,3547,2020-06-01,,,
North Bay Parry Sound District Health Unit,3547,2020-06-02,,,
North Bay Parry Sound District Health Unit,3547,2020-06-03,,,
North Bay Parry Sound District Health Unit,3547,2020-06-04,,,
North Bay Parry Sound District Health Unit,3547,2020-06-05,,,
North Bay Parry Sound District Health Unit,3547,2020-06-06,,,
North Bay Parry Sound District Health Unit,3547,2020-06-07,,,
North Bay Parry Sound District Health Unit,3547,2020-06-08,,,
North Bay Parry Sound District Health Unit,3547,2020-06-09,,,
North Bay Parry Sound District Health Unit,3547,2020-06-10,,,
North Bay Parry Sound District Health Unit,3547,2020-06-11,,,
North Bay Parry Sound District Health Unit,3547,2020-06-12,,,
North Bay Parry Sound District Health Unit,3547,2020-06-13,,,
North Bay Parry Sound District Health Unit,3547,2020-06-14,,,
North Bay Parry Sound District Health Unit,3547,2020-06-15,,,
North Bay Parry Sound District Health Unit,3547,2020-06-16,,,
North Bay Parry Sound District Health Unit,3547,2020-06-17,,,
North Bay Parry Sound District Health Unit,3547,2020-06-18,,,
North Bay Parry Sound District Health Unit,3547,2020-06-19,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-06-20,,,
North Bay Parry Sound District Health Unit,3547,2020-06-21,,,
North Bay Parry Sound District Health Unit,3547,2020-06-22,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-06-23,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-06-24,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-06-25,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-06-26,16.0,5.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-06-27,,,
North Bay Parry Sound District Health Unit,3547,2020-06-28,,,
North Bay Parry Sound District Health Unit,3547,2020-06-29,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-06-30,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-01,,,
North Bay Parry Sound District Health Unit,3547,2020-07-02,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-03,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-04,,,
North Bay Parry Sound District Health Unit,3547,2020-07-05,,,
North Bay Parry Sound District Health Unit,3547,2020-07-06,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-07,,,
North Bay Parry Sound District Health Unit,3547,2020-07-08,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-09,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-10,16.0,9.0,1.0
North Bay Parry Sound District Health Unit,3547,2020-07-11,,,
North Bay Parry Sound District Health Unit,3547,2020-07-12,,,
North Bay Parry Sound District Health Unit,3547,2020-07-13,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-14,16.0,13.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-15,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-16,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-17,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-18,,,
North Bay Parry Sound District Health Unit,3547,2020-07-19,,,
North Bay Parry Sound District Health Unit,3547,2020-07-20,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-21,,,
North Bay Parry Sound District Health Unit,3547,2020-07-22,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-07-23,,,
North Bay Parry Sound District Health Unit,3547,2020-07-24,,,
North Bay Parry Sound District Health Unit,3547,2020-07-25,,,
North Bay Parry Sound District Health Unit,3547,2020-07-26,,,
North Bay Parry Sound District Health Unit,3547,2020-07-27,,,
North Bay Parry Sound District Health Unit,3547,2020-07-28,,,
North Bay Parry Sound District Health Unit,3547,2020-07-29,,,
North Bay Parry Sound District Health Unit,3547,2020-07-30,,,
North Bay Parry Sound District Health Unit,3547,2020-07-31,,,
North Bay Parry Sound District Health Unit,3547,2020-08-01,,,
North Bay Parry Sound District Health Unit,3547,2020-08-02,,,
North Bay Parry Sound District Health Unit,3547,2020-08-03,,,
North Bay Parry Sound District Health Unit,3547,2020-08-04,,,
North Bay Parry Sound District Health Unit,3547,2020-08-05,,,
North Bay Parry Sound District Health Unit,3547,2020-08-06,,,
North Bay Parry Sound District Health Unit,3547,2020-08-07,,,
North Bay Parry Sound District Health Unit,3547,2020-08-08,,,
North Bay Parry Sound District Health Unit,3547,2020-08-09,,,
North Bay Parry Sound District Health Unit,3547,2020-08-10,,,
North Bay Parry Sound District Health Unit,3547,2020-08-11,,,
North Bay Parry Sound District Health Unit,3547,2020-08-12,,,
North Bay Parry Sound District Health Unit,3547,2020-08-13,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-08-14,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-08-15,,,
North Bay Parry Sound District Health Unit,3547,2020-08-16,,,
North Bay Parry Sound District Health Unit,3547,2020-08-17,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-08-18,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-08-19,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-08-20,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-08-21,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-08-22,,,
North Bay Parry Sound District Health Unit,3547,2020-08-23,,,
North Bay Parry Sound District Health Unit,3547,2020-08-24,,,
North Bay Parry Sound District Health Unit,3547,2020-08-25,,,
North Bay Parry Sound District Health Unit,3547,2020-08-26,,,
North Bay Parry Sound District Health Unit,3547,2020-08-27,,,
North Bay Parry Sound District Health Unit,3547,2020-08-28,,,
North Bay Parry Sound District Health Unit,3547,2020-08-29,,,
North Bay Parry Sound District Health Unit,3547,2020-08-30,,,
North Bay Parry Sound District Health Unit,3547,2020-08-31,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-01,,,
North Bay Parry Sound District Health Unit,3547,2020-09-02,16.0,4.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-03,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-04,,,
North Bay Parry Sound District Health Unit,3547,2020-09-05,,,
North Bay Parry Sound District Health Unit,3547,2020-09-06,,,
North Bay Parry Sound District Health Unit,3547,2020-09-07,,,
North Bay Parry Sound District Health Unit,3547,2020-09-08,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-09,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-10,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-11,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-12,,,
North Bay Parry Sound District Health Unit,3547,2020-09-13,,,
North Bay Parry Sound District Health Unit,3547,2020-09-14,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-15,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-16,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-17,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-18,16.0,5.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-19,,,
North Bay Parry Sound District Health Unit,3547,2020-09-20,,,
North Bay Parry Sound District Health Unit,3547,2020-09-21,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-22,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-23,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-24,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-25,16.0,5.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-26,,,
North Bay Parry Sound District Health Unit,3547,2020-09-27,,,
North Bay Parry Sound District Health Unit,3547,2020-09-28,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-29,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-09-30,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-01,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-02,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-03,,,
North Bay Parry Sound District Health Unit,3547,2020-10-04,,,
North Bay Parry Sound District Health Unit,3547,2020-10-05,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-06,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-07,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-08,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-09,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-10,,,
North Bay Parry Sound District Health Unit,3547,2020-10-11,,,
North Bay Parry Sound District Health Unit,3547,2020-10-12,,,
North Bay Parry Sound District Health Unit,3547,2020-10-13,16.0,4.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-14,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-15,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-16,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-17,,,
North Bay Parry Sound District Health Unit,3547,2020-10-18,,,
North Bay Parry Sound District Health Unit,3547,2020-10-19,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-20,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-21,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-22,,,
North Bay Parry Sound District Health Unit,3547,2020-10-23,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-24,,,
North Bay Parry Sound District Health Unit,3547,2020-10-25,,,
North Bay Parry Sound District Health Unit,3547,2020-10-26,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-27,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-28,,,
North Bay Parry Sound District Health Unit,3547,2020-10-29,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-30,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-10-31,,,
North Bay Parry Sound District Health Unit,3547,2020-11-01,,,
North Bay Parry Sound District Health Unit,3547,2020-11-02,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-03,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-04,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-05,,,
North Bay Parry Sound District Health Unit,3547,2020-11-06,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-07,,,
North Bay Parry Sound District Health Unit,3547,2020-11-08,,,
North Bay Parry Sound District Health Unit,3547,2020-11-09,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-10,,,
North Bay Parry Sound District Health Unit,3547,2020-11-11,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-12,,,
North Bay Parry Sound District Health Unit,3547,2020-11-13,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-14,,,
North Bay Parry Sound District Health Unit,3547,2020-11-15,,,
North Bay Parry Sound District Health Unit,3547,2020-11-16,16.0,10.0,2.0
North Bay Parry Sound District Health Unit,3547,2020-11-17,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-18,16.0,13.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-19,,,
North Bay Parry Sound District Health Unit,3547,2020-11-20,16.0,13.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-21,,,
North Bay Parry Sound District Health Unit,3547,2020-11-22,,,
North Bay Parry Sound District Health Unit,3547,2020-11-23,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-24,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-25,,,
North Bay Parry Sound District Health Unit,3547,2020-11-26,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-27,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-11-28,,,
North Bay Parry Sound District Health Unit,3547,2020-11-29,,,
North Bay Parry Sound District Health Unit,3547,2020-11-30,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-01,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-02,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-03,16.0,13.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-04,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-05,,,
North Bay Parry Sound District Health Unit,3547,2020-12-06,,,
North Bay Parry Sound District Health Unit,3547,2020-12-07,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-08,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-09,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-10,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-11,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-12,,,
North Bay Parry Sound District Health Unit,3547,2020-12-13,,,
North Bay Parry Sound District Health Unit,3547,2020-12-14,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-15,,,
North Bay Parry Sound District Health Unit,3547,2020-12-16,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-17,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-18,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-19,,,
North Bay Parry Sound District Health Unit,3547,2020-12-20,,,
North Bay Parry Sound District Health Unit,3547,2020-12-21,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-22,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-23,16.0,4.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-24,,,
North Bay Parry Sound District Health Unit,3547,2020-12-25,,,
North Bay Parry Sound District Health Unit,3547,2020-12-26,,,
North Bay Parry Sound District Health Unit,3547,2020-12-27,,,
North Bay Parry Sound District Health Unit,3547,2020-12-28,,,
North Bay Parry Sound District Health Unit,3547,2020-12-29,,,
North Bay Parry Sound District Health Unit,3547,2020-12-30,16.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2020-12-31,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-01,,,
North Bay Parry Sound District Health Unit,3547,2021-01-02,,,
North Bay Parry Sound District Health Unit,3547,2021-01-03,,,
North Bay Parry Sound District Health Unit,3547,2021-01-04,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-05,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-06,16.0,3.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-07,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-08,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-09,,,
North Bay Parry Sound District Health Unit,3547,2021-01-10,,,
North Bay Parry Sound District Health Unit,3547,2021-01-11,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-12,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-13,,,
North Bay Parry Sound District Health Unit,3547,2021-01-14,,,
North Bay Parry Sound District Health Unit,3547,2021-01-15,,,
North Bay Parry Sound District Health Unit,3547,2021-01-16,,,
North Bay Parry Sound District Health Unit,3547,2021-01-17,,,
North Bay Parry Sound District Health Unit,3547,2021-01-18,16.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-19,,,
North Bay Parry Sound District Health Unit,3547,2021-01-20,16.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-21,16.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-22,,,
North Bay Parry Sound District Health Unit,3547,2021-01-23,,,
North Bay Parry Sound District Health Unit,3547,2021-01-24,,,
North Bay Parry Sound District Health Unit,3547,2021-01-25,16.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-26,,,
North Bay Parry Sound District Health Unit,3547,2021-01-27,,,
North Bay Parry Sound District Health Unit,3547,2021-01-28,,,
North Bay Parry Sound District Health Unit,3547,2021-01-29,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-01-30,,,
North Bay Parry Sound District Health Unit,3547,2021-01-31,,,
North Bay Parry Sound District Health Unit,3547,2021-02-01,16.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-02,16.0,5.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-03,16.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-04,,,
North Bay Parry Sound District Health Unit,3547,2021-02-05,,,
North Bay Parry Sound District Health Unit,3547,2021-02-06,,,
North Bay Parry Sound District Health Unit,3547,2021-02-07,,,
North Bay Parry Sound District Health Unit,3547,2021-02-08,21.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-09,21.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-10,21.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-11,21.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-12,21.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-13,,,
North Bay Parry Sound District Health Unit,3547,2021-02-14,,,
North Bay Parry Sound District Health Unit,3547,2021-02-15,,,
North Bay Parry Sound District Health Unit,3547,2021-02-16,21.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-17,,,
North Bay Parry Sound District Health Unit,3547,2021-02-18,,,
North Bay Parry Sound District Health Unit,3547,2021-02-19,21.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-20,,,
North Bay Parry Sound District Health Unit,3547,2021-02-21,,,
North Bay Parry Sound District Health Unit,3547,2021-02-22,21.0,8.0,1.0
North Bay Parry Sound District Health Unit,3547,2021-02-23,,,
North Bay Parry Sound District Health Unit,3547,2021-02-24,,,
North Bay Parry Sound District Health Unit,3547,2021-02-25,,,
North Bay Parry Sound District Health Unit,3547,2021-02-26,21.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-02-27,,,
North Bay Parry Sound District Health Unit,3547,2021-02-28,,,
North Bay Parry Sound District Health Unit,3547,2021-03-01,,,
North Bay Parry Sound District Health Unit,3547,2021-03-02,,,
North Bay Parry Sound District Health Unit,3547,2021-03-03,,,
North Bay Parry Sound District Health Unit,3547,2021-03-04,21.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-05,,,
North Bay Parry Sound District Health Unit,3547,2021-03-06,,,
North Bay Parry Sound District Health Unit,3547,2021-03-07,,,
North Bay Parry Sound District Health Unit,3547,2021-03-08,21.0,13.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-09,,,
North Bay Parry Sound District Health Unit,3547,2021-03-10,21.0,6.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-11,21.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-12,21.0,13.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-13,,,
North Bay Parry Sound District Health Unit,3547,2021-03-14,,,
North Bay Parry Sound District Health Unit,3547,2021-03-15,21.0,12.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-16,21.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-17,21.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-18,21.0,7.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-19,21.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-20,,,
North Bay Parry Sound District Health Unit,3547,2021-03-21,,,
North Bay Parry Sound District Health Unit,3547,2021-03-22,21.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-23,21.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-24,,,
North Bay Parry Sound District Health Unit,3547,2021-03-25,21.0,11.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-26,21.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-03-27,,,
North Bay Parry Sound District Health Unit,3547,2021-03-28,,,
North Bay Parry Sound District Health Unit,3547,2021-03-29,,,
North Bay Parry Sound District Health Unit,3547,2021-03-30,,,
North Bay Parry Sound District Health Unit,3547,2021-03-31,21.0,10.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-04-01,21.0,9.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-04-02,,,
North Bay Parry Sound District Health Unit,3547,2021-04-03,,,
North Bay Parry Sound District Health Unit,3547,2021-04-04,,,
North Bay Parry Sound District Health Unit,3547,2021-04-05,,,
North Bay Parry Sound District Health Unit,3547,2021-04-06,,,
North Bay Parry Sound District Health Unit,3547,2021-04-07,,,
North Bay Parry Sound District Health Unit,3547,2021-04-08,,,
North Bay Parry Sound District Health Unit,3547,2021-04-09,21.0,10.0,1.0
North Bay Parry Sound District Health Unit,3547,2021-04-10,,,
North Bay Parry Sound District Health Unit,3547,2021-04-11,,,
North Bay Parry Sound District Health Unit,3547,2021-04-12,,,
North Bay Parry Sound District Health Unit,3547,2021-04-13,21.0,11.0,1.0
North Bay Parry Sound District Health Unit,3547,2021-04-14,,,
North Bay Parry Sound District Health Unit,3547,2021-04-15,,,
North Bay Parry Sound District Health Unit,3547,2021-04-16,21.0,7.0,1.0
North Bay Parry Sound District Health Unit,3547,2021-04-17,,,
North Bay Parry Sound District Health Unit,3547,2021-04-18,,,
North Bay Parry Sound District Health Unit,3547,2021-04-19,21.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-04-20,,,
North Bay Parry Sound District Health Unit,3547,2021-04-21,21.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-04-21,21.0,8.0,0.0
North Bay Parry Sound District Health Unit,3547,2021-04-22,21.0,6.0,1.0
North Bay Parry Sound District Health Unit,3547,2021-04-23,,,
North Bay Parry Sound District Health Unit,3547,2021-04-24,,,
North Bay Parry Sound District Health Unit,3547,2021-04-25,,,
Northwestern Health Unit,3549,2020-03-24,,,
Northwestern Health Unit,3549,2020-03-25,,,
Northwestern Health Unit,3549,2020-03-26,,,
Northwestern Health Unit,3549,2020-03-27,,,
Northwestern Health Unit,3549,2020-03-28,,,
Northwestern Health Unit,3549,2020-03-29,,,
Northwestern Health Unit,3549,2020-03-30,,,
Northwestern Health Unit,3549,2020-03-31,,,
Northwestern Health Unit,3549,2020-04-01,,,
Northwestern Health Unit,3549,2020-04-02,,,
Northwestern Health Unit,3549,2020-04-03,,,
Northwestern Health Unit,3549,2020-04-04,,,
Northwestern Health Unit,3549,2020-04-05,,,
Northwestern Health Unit,3549,2020-04-06,,,
Northwestern Health Unit,3549,2020-04-07,,,
Northwestern Health Unit,3549,2020-04-08,,,
Northwestern Health Unit,3549,2020-04-09,,,
Northwestern Health Unit,3549,2020-04-10,,,
Northwestern Health Unit,3549,2020-04-11,,,
Northwestern Health Unit,3549,2020-04-12,,,
Northwestern Health Unit,3549,2020-04-13,,,
Northwestern Health Unit,3549,2020-04-14,,,
Northwestern Health Unit,3549,2020-04-15,,,
Northwestern Health Unit,3549,2020-04-16,,,
Northwestern Health Unit,3549,2020-04-17,,,
Northwestern Health Unit,3549,2020-04-18,,,
Northwestern Health Unit,3549,2020-04-19,,,
Northwestern Health Unit,3549,2020-04-20,,,
Northwestern Health Unit,3549,2020-04-21,,,
Northwestern Health Unit,3549,2020-04-22,,,
Northwestern Health Unit,3549,2020-04-23,,,
Northwestern Health Unit,3549,2020-04-24,,,
Northwestern Health Unit,3549,2020-04-25,,,
Northwestern Health Unit,3549,2020-04-26,,,
Northwestern Health Unit,3549,2020-04-27,,,
Northwestern Health Unit,3549,2020-04-28,,,
Northwestern Health Unit,3549,2020-04-29,,,
Northwestern Health Unit,3549,2020-04-30,,,
Northwestern Health Unit,3549,2020-05-01,,,
